filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_023.txt,164,27.33333333,27.33333333,18.22222222,1.5,2.666666667,1.5,0.444444444,0.666666667,1,0.5,0.5,0.333333333,4.166666667,2.777777778
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_024.txt,137,17.125,17.125,10.53846154,1.625,1.875,1.625,0.384615385,0.625,1,0.375,0.5,0.307692308,2.75,1.692307692
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_025.txt,167,33.4,33.4,20.875,1.6,2.8,1.6,0.375,0.6,1,0.6,1,0.625,5.2,3.25
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_026.txt,155,31,31,14.09090909,2.2,3.2,2.2,0.545454545,1.2,1,0.8,0.6,0.272727273,6.4,2.909090909
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_027.txt,188,31.33333333,31.33333333,26.85714286,1.166666667,1.833333333,1.166666667,0.142857143,0.166666667,1,0.166666667,1.833333333,1.571428571,5,4.285714286
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_028.txt,168,28,24,15.27272727,1.833333333,2.857142857,1.571428571,0.363636364,0.571428571,1.166666667,0.714285714,1,0.636363636,3.714285714,2.363636364
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_029.txt,182,30.33333333,26,16.54545455,1.833333333,2.571428571,1.571428571,0.545454545,0.857142857,1.166666667,0.714285714,1,0.636363636,3.428571429,2.181818182
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_030.txt,161,32.2,32.2,20.125,1.6,2,1.6,0.375,0.6,1,0.6,2.2,1.375,5.6,3.5
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_031.txt,146,36.5,36.5,24.33333333,1.5,3.25,1.5,0.333333333,0.5,1,0.5,0.75,0.5,5.5,3.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_032.txt,170,18.88888889,18.88888889,15.45454545,1.222222222,2,1.222222222,0.363636364,0.444444444,1,0.444444444,0.666666667,0.545454545,3.555555556,2.909090909
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_033.txt,168,33.6,24,21,1.6,1.285714286,1.142857143,0.125,0.142857143,1.4,0.142857143,1.142857143,1,4.571428571,4
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_034.txt,202,22.44444444,22.44444444,14.42857143,1.555555556,2.777777778,1.555555556,0.357142857,0.555555556,1,0.444444444,0.444444444,0.285714286,3.333333333,2.142857143
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_035.txt,197,21.88888889,21.88888889,16.41666667,1.333333333,2.111111111,1.333333333,0.333333333,0.444444444,1,0.222222222,0.555555556,0.416666667,3.888888889,2.916666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_036.txt,201,22.33333333,18.27272727,11.16666667,2,1.727272727,1.636363636,0.388888889,0.636363636,1.222222222,0.636363636,0.545454545,0.333333333,2.272727273,1.388888889
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_037.txt,219,31.28571429,31.28571429,18.25,1.714285714,3,1.714285714,0.5,0.857142857,1,0.714285714,1.142857143,0.666666667,5.142857143,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_038.txt,165,27.5,27.5,16.5,1.666666667,2.666666667,1.666666667,0.4,0.666666667,1,0.666666667,0.666666667,0.4,4.166666667,2.5
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_039.txt,177,25.28571429,25.28571429,17.7,1.428571429,2.285714286,1.428571429,0.3,0.428571429,1,0.428571429,0.857142857,0.6,4.571428571,3.2
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_040.txt,168,24,21,10.5,2.285714286,2.625,2,0.4375,0.875,1.142857143,0.625,0.875,0.4375,4.125,2.0625
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_041.txt,211,30.14285714,30.14285714,16.23076923,1.857142857,3.857142857,1.857142857,0.461538462,0.857142857,1,0.571428571,0.857142857,0.461538462,4.714285714,2.538461538
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_042.txt,203,33.83333333,25.375,14.5,2.333333333,2.375,1.75,0.357142857,0.625,1.333333333,0.5,1.25,0.714285714,3.875,2.214285714
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_043.txt,161,26.83333333,26.83333333,17.88888889,1.5,2.166666667,1.5,0.333333333,0.5,1,0.5,1,0.666666667,4.5,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_044.txt,193,27.57142857,27.57142857,19.3,1.428571429,2.285714286,1.428571429,0.4,0.571428571,1,0.428571429,1,0.7,3.714285714,2.6
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_045.txt,152,25.33333333,21.71428571,21.71428571,1.166666667,2.142857143,1,0.142857143,0.142857143,1.166666667,0.142857143,0.714285714,0.714285714,3,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_046.txt,205,29.28571429,34.16666667,18.63636364,1.571428571,3.166666667,1.833333333,0.454545455,0.833333333,0.857142857,0.666666667,2,1.090909091,6,3.272727273
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_047.txt,311,31.1,34.55555556,23.92307692,1.3,1.888888889,1.444444444,0.307692308,0.444444444,0.9,0.333333333,1.222222222,0.846153846,5,3.461538462
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_048.txt,189,23.625,23.625,14.53846154,1.625,3.25,1.625,0.307692308,0.5,1,0.375,0.375,0.230769231,4.25,2.615384615
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_049.txt,175,29.16666667,29.16666667,19.44444444,1.5,2,1.5,0.333333333,0.5,1,0.333333333,1.833333333,1.222222222,5,3.333333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_050.txt,158,26.33333333,26.33333333,14.36363636,1.833333333,2.666666667,1.833333333,0.454545455,0.833333333,1,0.666666667,0.333333333,0.181818182,5.5,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_051.txt,204,20.4,20.4,15.69230769,1.3,2,1.3,0.230769231,0.3,1,0.3,0.2,0.153846154,3.3,2.538461538
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_052.txt,185,30.83333333,30.83333333,18.5,1.666666667,2.333333333,1.666666667,0.4,0.666666667,1,0.5,1.166666667,0.7,6.333333333,3.8
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_053.txt,154,25.66666667,25.66666667,19.25,1.333333333,1.833333333,1.333333333,0.375,0.5,1,0.5,1.166666667,0.875,4.333333333,3.25
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_054.txt,202,20.2,20.2,13.46666667,1.5,2,1.5,0.333333333,0.5,1,0.4,0.7,0.466666667,3.4,2.266666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_055.txt,196,28,28,15.07692308,1.857142857,2.285714286,1.857142857,0.461538462,0.857142857,1,0.285714286,1.142857143,0.615384615,3.857142857,2.076923077
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_056.txt,201,40.2,33.5,22.33333333,1.8,2.333333333,1.5,0.222222222,0.333333333,1.2,0.333333333,1.166666667,0.777777778,4.5,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_057.txt,208,29.71428571,29.71428571,16,1.857142857,3.285714286,1.857142857,0.461538462,0.857142857,1,0.571428571,1.285714286,0.692307692,5.142857143,2.769230769
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_058.txt,201,25.125,25.125,25.125,1,2.375,1,0.125,0.125,1,0.125,0.5,0.5,4.75,4.75
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_059.txt,200,25,25,14.28571429,1.75,2.625,1.75,0.428571429,0.75,1,0.5,0.75,0.428571429,4.875,2.785714286
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_060.txt,213,42.6,30.42857143,19.36363636,2.2,1.571428571,1.571428571,0.363636364,0.571428571,1.4,0.571428571,1.714285714,1.090909091,5.142857143,3.272727273
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_061.txt,180,30,22.5,22.5,1.333333333,1.5,1,0,0,1.333333333,0,0.75,0.75,3.25,3.25
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_062.txt,183,22.875,22.875,16.63636364,1.375,2.25,1.375,0.272727273,0.375,1,0.375,1.625,1.181818182,3,2.181818182
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_063.txt,245,27.22222222,27.22222222,17.5,1.555555556,2.222222222,1.555555556,0.357142857,0.555555556,1,0.333333333,1,0.642857143,4.333333333,2.785714286
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_064.txt,208,29.71428571,29.71428571,16,1.857142857,3.571428571,1.857142857,0.461538462,0.857142857,1,0.714285714,0.571428571,0.307692308,5.142857143,2.769230769
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_065.txt,192,24,17.45454545,14.76923077,1.625,1.636363636,1.181818182,0.307692308,0.363636364,1.375,0.272727273,1.090909091,0.923076923,2.090909091,1.769230769
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_066.txt,192,27.42857143,27.42857143,10.66666667,2.571428571,3.428571429,2.571428571,0.611111111,1.571428571,1,1,0.142857143,0.0555555555556,5.428571429,2.111111111
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_067.txt,187,20.77777778,20.77777778,15.58333333,1.333333333,1.888888889,1.333333333,0.25,0.333333333,1,0.222222222,0.555555556,0.416666667,3.222222222,2.416666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_068.txt,203,33.83333333,22.55555556,11.27777778,3,2.777777778,2,0.388888889,0.777777778,1.5,0.777777778,0.777777778,0.388888889,3.777777778,1.888888889
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_069.txt,188,18.8,15.66666667,13.42857143,1.4,1.5,1.166666667,0.142857143,0.166666667,1.2,0.166666667,0.583333333,0.5,1.916666667,1.642857143
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_070.txt,166,27.66666667,27.66666667,18.44444444,1.5,2.5,1.5,0.333333333,0.5,1,0.333333333,0.666666667,0.444444444,4,2.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_071.txt,210,23.33333333,21,14,1.666666667,1.9,1.5,0.333333333,0.5,1.111111111,0.5,0.8,0.533333333,3.2,2.133333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_072.txt,199,28.42857143,28.42857143,13.26666667,2.142857143,2.285714286,2.142857143,0.466666667,1,1,0.428571429,0.857142857,0.4,4.571428571,2.133333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_073.txt,162,23.14285714,20.25,14.72727273,1.571428571,2.375,1.375,0.0909090909091,0.125,1.142857143,0.125,0.5,0.363636364,3,2.181818182
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_074.txt,202,33.66666667,28.85714286,20.2,1.666666667,3.142857143,1.428571429,0.4,0.571428571,1.166666667,0.428571429,0.857142857,0.6,5,3.5
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_075.txt,172,28.66666667,28.66666667,21.5,1.333333333,2.333333333,1.333333333,0.25,0.333333333,1,0.333333333,0.833333333,0.625,5.666666667,4.25
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_076.txt,145,29,29,11.15384615,2.6,3.6,2.6,0.461538462,1.2,1,1,0.6,0.230769231,5.8,2.230769231
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_077.txt,180,30,30,20,1.5,2.166666667,1.5,0.444444444,0.666666667,1,0.333333333,1.666666667,1.111111111,4.666666667,3.111111111
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_078.txt,202,22.44444444,18.36363636,13.46666667,1.666666667,2.181818182,1.363636364,0.333333333,0.454545455,1.222222222,0.454545455,0.0909090909091,0.0666666666667,3.090909091,2.266666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_079.txt,193,21.44444444,21.44444444,16.08333333,1.333333333,1.888888889,1.333333333,0.25,0.333333333,1,0.222222222,1.444444444,1.083333333,3.222222222,2.416666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_080.txt,180,25.71428571,20,15,1.714285714,2,1.333333333,0.25,0.333333333,1.285714286,0.333333333,1.111111111,0.833333333,2.555555556,1.916666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_081.txt,181,30.16666667,30.16666667,15.08333333,2,3.833333333,2,0.416666667,0.833333333,1,0.666666667,1.5,0.75,4.166666667,2.083333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_082.txt,188,26.85714286,20.88888889,11.75,2.285714286,2.333333333,1.777777778,0.375,0.666666667,1.285714286,0.444444444,0.444444444,0.25,4,2.25
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_083.txt,198,28.28571429,28.28571429,18,1.571428571,2.428571429,1.571428571,0.363636364,0.571428571,1,0.571428571,0.714285714,0.454545455,5,3.181818182
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_084.txt,198,22,22,15.23076923,1.444444444,2.111111111,1.444444444,0.307692308,0.444444444,1,0.444444444,0.444444444,0.307692308,3.888888889,2.692307692
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_085.txt,173,21.625,24.71428571,14.41666667,1.5,2.714285714,1.714285714,0.416666667,0.714285714,0.875,0.428571429,0.714285714,0.416666667,3.428571429,2
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_086.txt,198,39.6,33,11.64705882,3.4,4.166666667,2.833333333,0.647058824,1.833333333,1.2,1,0.666666667,0.235294118,4.666666667,1.647058824
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_087.txt,180,36,36,18,2,2.8,2,0.6,1.2,1,1,1.2,0.6,5,2.5
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_088.txt,172,34.4,28.66666667,21.5,1.6,2,1.333333333,0.25,0.333333333,1.2,0.333333333,0.833333333,0.625,4.166666667,3.125
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_089.txt,167,27.83333333,27.83333333,15.18181818,1.833333333,2.666666667,1.833333333,0.454545455,0.833333333,1,0.5,0.666666667,0.363636364,5.166666667,2.818181818
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_090.txt,146,24.33333333,24.33333333,12.16666667,2,2.5,2,0.5,1,1,0.666666667,1.166666667,0.583333333,3.833333333,1.916666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_091.txt,178,19.77777778,22.25,17.8,1.111111111,1.5,1.25,0.2,0.25,0.888888889,0.25,0.75,0.6,3.875,3.1
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_092.txt,199,24.875,24.875,14.21428571,1.75,2.625,1.75,0.428571429,0.75,1,0.625,0.75,0.428571429,3.75,2.142857143
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_093.txt,171,21.375,19,12.21428571,1.75,2.222222222,1.555555556,0.285714286,0.444444444,1.125,0.333333333,0.666666667,0.428571429,2.555555556,1.642857143
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_094.txt,196,24.5,21.77777778,13.06666667,1.875,2.111111111,1.666666667,0.4,0.666666667,1.125,0.444444444,1,0.6,3.555555556,2.133333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_095.txt,200,28.57142857,28.57142857,22.22222222,1.285714286,2.285714286,1.285714286,0.222222222,0.285714286,1,0.285714286,1,0.777777778,5,3.888888889
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_096.txt,191,23.875,23.875,21.22222222,1.125,1.625,1.125,0.111111111,0.125,1,0.125,1.125,1,4,3.555555556
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_097.txt,137,27.4,34.25,19.57142857,1.4,2.5,1.75,0.428571429,0.75,0.8,0.5,1.5,0.857142857,5.25,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_098.txt,194,27.71428571,24.25,12.93333333,2.142857143,3.25,1.875,0.533333333,1,1.142857143,0.625,0.5,0.266666667,3.375,1.8
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_099.txt,177,22.125,22.125,13.61538462,1.625,2.25,1.625,0.307692308,0.5,1,0.5,0.75,0.461538462,3.125,1.923076923
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_100.txt,202,33.66666667,33.66666667,28.85714286,1.166666667,1.833333333,1.166666667,0.142857143,0.166666667,1,0.166666667,1.5,1.285714286,5.166666667,4.428571429
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_101.txt,168,24,24,16.8,1.428571429,2.142857143,1.428571429,0.3,0.428571429,1,0.428571429,0.714285714,0.5,4,2.8
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_102.txt,200,22.22222222,22.22222222,14.28571429,1.555555556,2,1.555555556,0.357142857,0.555555556,1,0.444444444,1.888888889,1.214285714,3.777777778,2.428571429
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_103.txt,197,49.25,49.25,21.88888889,2.25,5.25,2.25,0.555555556,1.25,1,0.75,2.25,1,7.5,3.333333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_104.txt,195,32.5,32.5,13,2.5,5.166666667,2.5,0.333333333,0.833333333,1,0.5,1.666666667,0.666666667,4.166666667,1.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_105.txt,200,25,20,16.66666667,1.5,1.9,1.2,0.25,0.3,1.25,0.3,0.4,0.333333333,3.1,2.583333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_106.txt,152,38,38,19,2,2.75,2,0.5,1,1,0.75,1.25,0.625,5.75,2.875
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_107.txt,239,29.875,29.875,21.72727273,1.375,3,1.375,0.363636364,0.5,1,0.375,1.125,0.818181818,4.375,3.181818182
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_108.txt,169,21.125,21.125,16.9,1.25,2.125,1.25,0.3,0.375,1,0.25,1.375,1.1,2.5,2
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_109.txt,206,29.42857143,25.75,18.72727273,1.571428571,2.75,1.375,0.272727273,0.375,1.142857143,0.375,0.75,0.545454545,5.25,3.818181818
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_110.txt,184,36.8,36.8,18.4,2,3.8,2,0.5,1,1,0.4,1.2,0.6,5,2.5
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_111.txt,127,25.4,25.4,15.875,1.6,2.8,1.6,0.375,0.6,1,0.4,0.8,0.5,4.8,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_112.txt,187,31.16666667,31.16666667,13.35714286,2.333333333,4,2.333333333,0.571428571,1.333333333,1,0.833333333,0.5,0.214285714,3.666666667,1.571428571
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_113.txt,168,28,24,16.8,1.666666667,2.285714286,1.428571429,0.4,0.571428571,1.166666667,0.428571429,0.428571429,0.3,4.428571429,3.1
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_114.txt,188,31.33333333,31.33333333,12.53333333,2.5,3.333333333,2.5,0.466666667,1.166666667,1,0.666666667,1.666666667,0.666666667,5.833333333,2.333333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_115.txt,195,39,39,27.85714286,1.4,4.4,1.4,0.285714286,0.4,1,0.4,2.2,1.571428571,3.6,2.571428571
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_116.txt,186,26.57142857,26.57142857,15.5,1.714285714,2.571428571,1.714285714,0.5,0.857142857,1,0.428571429,1.571428571,0.916666667,3.428571429,2
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_117.txt,204,25.5,18.54545455,11.33333333,2.25,1.909090909,1.636363636,0.388888889,0.636363636,1.375,0.636363636,0.636363636,0.388888889,2.727272727,1.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_118.txt,203,20.3,18.45454545,11.94117647,1.7,2.454545455,1.545454545,0.352941176,0.545454545,1.1,0.454545455,0.636363636,0.411764706,2.727272727,1.764705882
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_119.txt,185,20.55555556,20.55555556,12.33333333,1.666666667,2.555555556,1.666666667,0.466666667,0.777777778,1,0.555555556,0.666666667,0.4,2.777777778,1.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_120.txt,159,31.8,26.5,15.9,2,2.5,1.666666667,0.4,0.666666667,1.2,0.666666667,1.333333333,0.8,4.5,2.7
