filename,nwords,cl_av_deps,cl_ndeps_std_dev,acomp_per_cl,advcl_per_cl,agent_per_cl,cc_per_cl,ccomp_per_cl,conj_per_cl,csubj_per_cl,csubjpass_per_cl,dep_per_cl,discourse_per_cl,dobj_per_cl,expl_per_cl,iobj_per_cl,mark_per_cl,ncomp_per_cl,neg_per_cl,nsubj_per_cl,nsubjpass_per_cl,parataxis_per_cl,pcomp_per_cl,prep_per_cl,prepc_per_cl,prt_per_cl,tmod_per_cl,xcomp_per_cl,xsubj_per_cl,advmod_per_cl,aux_per_cl,auxpass_per_cl,modal_per_cl
Human_011.txt,110,2.333333333,1.598610508,0,0,0,0,0,0.166666667,0,0,0.166666667,0,0.583333333,0,0,0,0,0,0.333333333,0.166666667,0.25,0,0.416666667,0,0,0,0.0833333333333,0,0.0833333333333,0.25,0.0833333333333,0
Human_012.txt,177,2.764705882,1.00172861,0.117647059,0.117647059,0.0588235294118,0,0.0588235294118,0.0588235294118,0,0,0.0588235294118,0,0.647058824,0,0,0.235294118,0.0588235294118,0,0.705882353,0,0.117647059,0,0.294117647,0,0,0,0.0588235294118,0,0.117647059,0.0588235294118,0,0
Human_013.txt,172,2.80952381,1.258080458,0,0,0,0,0,0.238095238,0,0,0.285714286,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.619047619,0.047619048,0,0,0.0952380952381,0,0.0952380952381,0.0952380952381,0,0
Human_014.txt,180,2.428571429,1.433325423,0,0,0,0.047619048,0.047619048,0.142857143,0.047619048,0,0.19047619,0,0.571428571,0,0.047619048,0,0,0,0.476190476,0,0.047619048,0,0.571428571,0.047619048,0,0,0.047619048,0,0.142857143,0.0952380952381,0,0
Human_015.txt,161,2.130434783,1.190701212,0,0.0869565217391,0,0,0.173913043,0.0434782608696,0,0,0.130434783,0,0.347826087,0,0,0.130434783,0.0434782608696,0,0.347826087,0.130434783,0,0,0.173913043,0.130434783,0,0,0.130434783,0,0.173913043,0.0869565217391,0.173913043,0.0869565217391
Human_016.txt,169,2.238095238,1.108613974,0.047619048,0,0.047619048,0,0.047619048,0.142857143,0,0,0,0,0.666666667,0,0,0.047619048,0,0,0.428571429,0,0,0,0.380952381,0.19047619,0,0,0.142857143,0,0.047619048,0.0952380952381,0,0
Human_017.txt,108,2.555555556,0.831479419,0,0,0,0,0.111111111,0,0,0,0,0,0.333333333,0,0,0,0.111111111,0,0.888888889,0.111111111,0,0,0.666666667,0,0,0,0,0,0.333333333,0,0.111111111,0
Human_018.txt,174,2.294117647,0.892102993,0.0588235294118,0.0588235294118,0.117647059,0,0,0.117647059,0,0,0,0,0.411764706,0,0,0.117647059,0.117647059,0.0588235294118,0.411764706,0.235294118,0,0,0.352941176,0,0,0,0.0588235294118,0,0.176470588,0.352941176,0.235294118,0.0588235294118
Human_019.txt,181,2.523809524,1.179953495,0,0,0,0,0.238095238,0.19047619,0.047619048,0,0,0,0.571428571,0,0,0.142857143,0.047619048,0,0.666666667,0,0.047619048,0,0.333333333,0.0952380952381,0,0,0.047619048,0,0.0952380952381,0.0952380952381,0,0.0952380952381
Human_020.txt,127,2.636363636,1.919882917,0,0.0909090909091,0,0,0.0909090909091,0,0,0,0.272727273,0,0.363636364,0,0,0.272727273,0,0,0.454545455,0,0.0909090909091,0,0.545454545,0.0909090909091,0,0,0,0,0.0909090909091,0.0909090909091,0,0
Human_021.txt,181,2.368421053,1.223047372,0.0526315789474,0,0,0,0.210526316,0,0,0,0,0,0.473684211,0,0,0.157894737,0.0526315789474,0,0.578947368,0,0,0,0.526315789,0,0.0526315789474,0,0,0,0.157894737,0.368421053,0,0.0526315789474
Human_022.txt,162,3,1.802775638,0,0.0625,0.125,0,0.125,0.3125,0,0,0.0625,0,0.3125,0,0,0.1875,0.125,0,0.5625,0.3125,0,0,0.3125,0.0625,0,0.0625,0.0625,0,0.3125,0.125,0.25,0.1875
Human_023.txt,164,2.444444444,1.535586107,0.0555555555556,0,0.0555555555556,0.0555555555556,0.111111111,0,0.0555555555556,0,0,0,0.277777778,0,0,0.0555555555556,0,0,0.333333333,0.166666667,0,0,0.611111111,0.0555555555556,0,0,0.111111111,0,0.388888889,0.222222222,0.166666667,0
Human_024.txt,137,2.647058824,1.08145743,0.117647059,0.0588235294118,0,0,0.117647059,0.0588235294118,0,0,0,0,0.470588235,0.0588235294118,0,0.235294118,0,0,0.705882353,0.176470588,0,0,0.470588235,0,0,0.117647059,0.0588235294118,0,0,0.235294118,0.117647059,0.0588235294118
Human_025.txt,167,2.555555556,1.342560664,0,0,0,0,0.0555555555556,0.166666667,0,0,0,0,0.722222222,0.0555555555556,0,0.0555555555556,0,0.0555555555556,0.5,0.111111111,0,0,0.5,0.0555555555556,0,0,0.0555555555556,0,0.166666667,0.111111111,0.111111111,0
Human_026.txt,155,2.529411765,1.03569511,0.0588235294118,0.0588235294118,0,0,0.176470588,0.0588235294118,0,0,0.117647059,0,0.352941176,0,0,0.235294118,0,0,0.588235294,0.117647059,0,0,0.294117647,0.0588235294118,0.0588235294118,0,0,0,0.294117647,0.294117647,0.117647059,0
Human_027.txt,188,2.625,1.408678459,0,0,0.0625,0,0.1875,0.3125,0,0,0.1875,0,0.5,0,0,0,0,0,0.3125,0.375,0,0,0.5,0,0.0625,0,0.0625,0,0.0625,0,0.1875,0
Human_028.txt,168,2.52173913,1.766095305,0,0.173913043,0.0869565217391,0,0.0869565217391,0.347826087,0,0,0.130434783,0,0.608695652,0,0,0,0,0,0.52173913,0,0,0,0.304347826,0.0434782608696,0,0,0.0434782608696,0,0.130434783,0.0869565217391,0,0.0434782608696
Human_029.txt,182,2.789473684,1.435598073,0.105263158,0,0,0,0.0526315789474,0.0526315789474,0.0526315789474,0,0.0526315789474,0,0.684210526,0,0,0.105263158,0,0,0.631578947,0.0526315789474,0,0,0.368421053,0,0.0526315789474,0.0526315789474,0.105263158,0,0.368421053,0.263157895,0.0526315789474,0
Human_030.txt,161,2.923076923,1.140953613,0,0,0,0,0.384615385,0.230769231,0,0,0,0,0.615384615,0,0,0.153846154,0,0,0.692307692,0.0769230769231,0,0,0.538461538,0,0,0,0,0,0.230769231,0,0.0769230769231,0.0769230769231
Human_031.txt,146,2.142857143,1.551825784,0,0.142857143,0,0,0,0,0,0,0.285714286,0,0.785714286,0,0,0.0714285714286,0,0,0.357142857,0.0714285714286,0,0,0.214285714,0,0,0,0.142857143,0,0.0714285714286,0.285714286,0.0714285714286,0
Human_032.txt,170,2.611111111,1.007686508,0.0555555555556,0.0555555555556,0,0,0.111111111,0,0,0,0.0555555555556,0,0.666666667,0,0,0.166666667,0.0555555555556,0,0.611111111,0.111111111,0,0,0.333333333,0,0,0,0.0555555555556,0,0.333333333,0.333333333,0.111111111,0
Human_033.txt,168,2.857142857,1.958758457,0.0714285714286,0,0.357142857,0,0.357142857,0.142857143,0,0,0,0,0.357142857,0,0,0.0714285714286,0,0.0714285714286,0.642857143,0.0714285714286,0,0,0.357142857,0.0714285714286,0,0,0,0,0.214285714,0,0.0714285714286,0
Human_034.txt,202,2.333333333,1.135292424,0,0.0333333333333,0,0,0,0.1,0,0,0.0666666666667,0,0.666666667,0,0,0.0333333333333,0,0.0333333333333,0.466666667,0.0666666666667,0,0,0.333333333,0.0333333333333,0.0333333333333,0,0.2,0,0.133333333,0.266666667,0.0333333333333,0.0333333333333
Human_035.txt,197,2.842105263,1.136159639,0.0526315789474,0.157894737,0,0,0.157894737,0.0526315789474,0,0,0,0,0.421052632,0.0526315789474,0,0.210526316,0.0526315789474,0,0.631578947,0.105263158,0,0,0.473684211,0,0,0,0.105263158,0,0.263157895,0.368421053,0.105263158,0
Human_036.txt,201,2.545454545,1.117109612,0.0909090909091,0,0,0,0.136363636,0.136363636,0,0,0,0,0.272727273,0,0,0.0454545454545,0,0.0454545454545,0.681818182,0.227272727,0.0454545454545,0,0.636363636,0,0,0,0,0,0.227272727,0.0909090909091,0.227272727,0.0454545454545
Human_037.txt,219,2.416666667,1.037491633,0.0416666666667,0.125,0,0,0.125,0.0833333333333,0,0,0.0416666666667,0,0.375,0,0,0.0833333333333,0.125,0,0.458333333,0.0833333333333,0,0,0.458333333,0.0833333333333,0,0,0.125,0,0.208333333,0.208333333,0.0833333333333,0.0416666666667
Human_038.txt,165,2.684210526,1.33978127,0.0526315789474,0,0.210526316,0,0.210526316,0.0526315789474,0,0,0.0526315789474,0,0.421052632,0,0,0.105263158,0,0,0.473684211,0.105263158,0,0,0.473684211,0.105263158,0.105263158,0,0.105263158,0,0.105263158,0.157894737,0.105263158,0
Human_039.txt,177,2.428571429,1.217782081,0,0.142857143,0.047619048,0,0.047619048,0.047619048,0,0,0.0952380952381,0,0.476190476,0,0,0.142857143,0.047619048,0,0.285714286,0.142857143,0,0,0.428571429,0,0.047619048,0,0.142857143,0,0.333333333,0.19047619,0.142857143,0
Human_040.txt,168,2.333333333,1.721325932,0.0740740740741,0.0740740740741,0,0,0.148148148,0.0740740740741,0.037037037,0,0.148148148,0,0.37037037,0,0,0.148148148,0,0.037037037,0.37037037,0.0740740740741,0.037037037,0,0.481481481,0,0,0,0.037037037,0,0.148148148,0.148148148,0.111111111,0.0740740740741
Human_041.txt,211,2.724137931,1.256611528,0,0.0689655172414,0.0689655172414,0,0.0689655172414,0.137931034,0,0,0.172413793,0.0344827586207,0.689655172,0,0,0.0689655172414,0.0689655172414,0,0.413793103,0.0689655172414,0.137931034,0,0.275862069,0.103448276,0.0344827586207,0,0,0,0.172413793,0.103448276,0.0689655172414,0
Human_042.txt,203,2.2,1.2,0.04,0.04,0,0,0.04,0.16,0.04,0,0,0,0.48,0,0,0,0,0,0.44,0.08,0.08,0,0.4,0.12,0,0,0.08,0,0.08,0.12,0.08,0.08
Human_043.txt,161,2.3,1.187434209,0,0,0.05,0.05,0.05,0.05,0,0,0.05,0,0.65,0,0,0.1,0.1,0.05,0.45,0,0,0,0.45,0,0,0,0,0,0.15,0.1,0,0.05
Human_044.txt,193,2.588235294,1.087837765,0.117647059,0,0.117647059,0,0.294117647,0.176470588,0,0,0.0588235294118,0,0.411764706,0.0588235294118,0,0.117647059,0.117647059,0,0.470588235,0.0588235294118,0.0588235294118,0,0.411764706,0.0588235294118,0,0,0,0,0,0.352941176,0.0588235294118,0.0588235294118
Human_045.txt,152,1.888888889,0.936238864,0.0555555555556,0,0,0,0.111111111,0.0555555555556,0,0,0,0,0.777777778,0,0,0,0,0,0.277777778,0.111111111,0,0,0.111111111,0,0,0,0.166666667,0,0.166666667,0.333333333,0.111111111,0.0555555555556
Human_046.txt,205,2.217391304,1.177931929,0.0434782608696,0.0869565217391,0,0,0,0.0434782608696,0,0,0.173913043,0,0.869565217,0,0,0.130434783,0,0,0.434782609,0.0434782608696,0,0,0.217391304,0.0434782608696,0,0,0.0869565217391,0,0.0434782608696,0.173913043,0.0434782608696,0.0434782608696
Human_047.txt,311,3.142857143,1.726149425,0.047619048,0.047619048,0,0,0,0.19047619,0,0,0.142857143,0,0.285714286,0.0952380952381,0,0.047619048,0.0952380952381,0,0.428571429,0.19047619,0.047619048,0,1.095238095,0.047619048,0.0952380952381,0,0.047619048,0,0.19047619,0.238095238,0.19047619,0.047619048
Human_048.txt,189,2.107142857,1.080320247,0,0,0.0714285714286,0,0.0714285714286,0,0,0,0.0357142857143,0,0.571428571,0,0,0.107142857,0,0,0.357142857,0.0714285714286,0.0357142857143,0,0.392857143,0.0714285714286,0,0,0.142857143,0,0.178571429,0.178571429,0.142857143,0
Human_049.txt,175,2.6,1.356465997,0,0.0666666666667,0,0,0.0666666666667,0.2,0,0,0,0,0.4,0,0,0.133333333,0.0666666666667,0,0.333333333,0.266666667,0,0,0.733333333,0.0666666666667,0,0,0.133333333,0,0.133333333,0.333333333,0.266666667,0
Human_050.txt,158,2.388888889,1.20825351,0,0.0555555555556,0.111111111,0,0.333333333,0.111111111,0,0,0,0,0.277777778,0,0,0.222222222,0.0555555555556,0,0.333333333,0.388888889,0,0,0.333333333,0,0,0,0.0555555555556,0,0.111111111,0.0555555555556,0.277777778,0
Human_051.txt,204,2.19047619,1.005652956,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0,0.619047619,0.047619048,0,0.047619048,0.047619048,0.047619048,0.333333333,0.142857143,0,0,0.476190476,0.047619048,0,0,0.0952380952381,0,0.0952380952381,0.380952381,0.142857143,0
Human_052.txt,185,2.647058824,1.32581502,0,0,0.0588235294118,0,0.176470588,0.117647059,0,0,0,0,0.588235294,0,0,0.117647059,0.0588235294118,0,0.588235294,0.117647059,0,0,0.647058824,0,0,0,0.0588235294118,0,0.0588235294118,0.117647059,0.117647059,0.0588235294118
Human_053.txt,154,2.058823529,0.87249394,0.0588235294118,0,0,0,0.235294118,0.0588235294118,0,0,0,0,0.529411765,0,0,0.0588235294118,0,0,0.352941176,0.117647059,0,0,0.352941176,0,0,0,0.0588235294118,0,0.235294118,0.0588235294118,0.117647059,0
Human_054.txt,202,2.210526316,0.950287899,0.210526316,0,0.0526315789474,0,0.210526316,0,0.0526315789474,0,0.105263158,0,0.315789474,0,0,0.105263158,0.0526315789474,0,0.526315789,0.157894737,0,0,0.210526316,0,0,0,0.0526315789474,0,0.105263158,0.105263158,0.157894737,0
Human_055.txt,196,2.409090909,1.230635125,0.181818182,0.0909090909091,0,0.0454545454545,0.0909090909091,0.0454545454545,0,0,0.272727273,0,0.409090909,0,0,0.0909090909091,0,0,0.681818182,0,0,0,0.454545455,0,0,0,0,0,0.0454545454545,0.136363636,0,0.0454545454545
Human_056.txt,201,2.666666667,1.192569588,0.133333333,0.0666666666667,0,0,0,0.2,0,0,0.133333333,0,0.6,0,0,0,0,0,0.266666667,0.333333333,0,0,0.4,0.0666666666667,0,0,0.2,0,0.133333333,0.133333333,0.333333333,0.0666666666667
Human_057.txt,208,2.260869565,1.187521764,0,0,0,0.0434782608696,0.0434782608696,0,0.0434782608696,0,0.0434782608696,0,0.782608696,0,0,0.0434782608696,0,0,0.434782609,0.0434782608696,0,0,0.347826087,0.173913043,0,0,0,0,0.130434783,0.130434783,0.0434782608696,0.0869565217391
Human_058.txt,201,2.076923077,0.828486893,0,0.115384615,0,0,0,0.0384615384615,0,0,0.0769230769231,0,0.384615385,0,0,0.0769230769231,0,0,0.153846154,0.230769231,0,0,0.692307692,0,0,0,0.0769230769231,0,0.153846154,0.230769231,0.192307692,0
Human_059.txt,200,2.56,1.235475617,0,0.08,0,0,0.24,0.12,0,0,0,0,0.44,0,0,0.12,0,0,0.44,0.12,0,0,0.52,0,0,0,0.16,0,0.24,0.16,0.12,0.12
Human_060.txt,213,2.222222222,1.314684396,0.111111111,0,0,0,0.166666667,0.222222222,0,0,0,0,0.222222222,0.0555555555556,0,0.111111111,0,0.0555555555556,0.722222222,0,0,0,0.388888889,0,0,0,0,0,0.111111111,0.111111111,0,0.111111111
Human_061.txt,180,2.625,1.363589014,0.0625,0.0625,0,0,0,0.25,0,0,0.0625,0,0.625,0.0625,0,0,0.0625,0,0.3125,0.3125,0,0,0.3125,0.125,0.0625,0,0.125,0,0.1875,0.25,0.1875,0
Human_062.txt,183,2.25,1.16368667,0.0416666666667,0,0,0,0.166666667,0.125,0,0,0.0833333333333,0,0.708333333,0,0,0.125,0,0,0.5,0.125,0,0,0.166666667,0.0416666666667,0,0,0.0833333333333,0,0.0416666666667,0.208333333,0.0833333333333,0
Human_063.txt,245,2.48,1.203993355,0,0.04,0.04,0,0.08,0.12,0,0,0.08,0,0.52,0,0,0.08,0,0,0.44,0.12,0,0,0.64,0,0,0,0.12,0,0.2,0.16,0.16,0
Human_064.txt,208,2.035714286,0.865288674,0.0357142857143,0.0357142857143,0,0,0.0714285714286,0.0357142857143,0,0,0,0,0.464285714,0.0357142857143,0,0.0357142857143,0.0357142857143,0,0.392857143,0.142857143,0,0,0.428571429,0.0357142857143,0,0,0.142857143,0,0.107142857,0.285714286,0.142857143,0
Human_065.txt,192,2.5,1.166666667,0.111111111,0,0.0555555555556,0,0.0555555555556,0.0555555555556,0,0,0,0,0.5,0,0,0.0555555555556,0.0555555555556,0,0.444444444,0.333333333,0,0,0.388888889,0.0555555555556,0,0,0,0,0.277777778,0.166666667,0.277777778,0
Human_066.txt,192,2.133333333,1.087300429,0.0333333333333,0.1,0.0333333333333,0,0.1,0.0333333333333,0,0,0.0333333333333,0,0.333333333,0,0,0.233333333,0.0666666666667,0.0333333333333,0.4,0.1,0,0,0.3,0,0,0,0.1,0,0.1,0.1,0.1,0.0666666666667
Human_067.txt,187,2.904761905,1.508855192,0,0.142857143,0,0,0.142857143,0.0952380952381,0,0,0,0,0.761904762,0,0,0.142857143,0,0.0952380952381,0.619047619,0.19047619,0,0,0.333333333,0.047619048,0,0,0,0,0.238095238,0.285714286,0.19047619,0
Human_068.txt,203,2.481481481,1.287270163,0.0740740740741,0.037037037,0.037037037,0,0.148148148,0.259259259,0,0,0.111111111,0,0.37037037,0,0,0.0740740740741,0.0740740740741,0,0.666666667,0.0740740740741,0,0,0.259259259,0,0,0,0.148148148,0,0.148148148,0.148148148,0.111111111,0.037037037
Human_069.txt,188,2.368421053,1.036721874,0.157894737,0,0,0,0.105263158,0,0,0,0.0526315789474,0,0.421052632,0,0,0.0526315789474,0.0526315789474,0,0.473684211,0.210526316,0,0,0.578947368,0.0526315789474,0,0,0.105263158,0,0.105263158,0.0526315789474,0.210526316,0
Human_070.txt,166,2.4,1.15758369,0,0,0,0,0,0.1,0,0,0,0,0.85,0,0,0,0,0,0.45,0.1,0,0,0.55,0.1,0,0,0.05,0,0.2,0.25,0.1,0.05
Human_071.txt,210,2.653846154,1.174809565,0,0.0769230769231,0,0,0.153846154,0.153846154,0,0,0.115384615,0,0.692307692,0,0,0.115384615,0,0,0.538461538,0.0384615384615,0,0,0.346153846,0,0,0,0.0384615384615,0,0.269230769,0.0769230769231,0.0384615384615,0.0384615384615
Human_072.txt,199,2.647058824,0.903664206,0.117647059,0.0588235294118,0,0,0.235294118,0.0588235294118,0,0,0.0588235294118,0,0.117647059,0,0,0.117647059,0,0,0.647058824,0.176470588,0,0,0.588235294,0,0,0,0,0,0.411764706,0.0588235294118,0.176470588,0.0588235294118
Human_073.txt,162,2.277777778,1.043794124,0.0555555555556,0.0555555555556,0,0,0.111111111,0.0555555555556,0,0,0,0,0.555555556,0,0,0.0555555555556,0.0555555555556,0,0.5,0.111111111,0,0,0.611111111,0.0555555555556,0,0,0,0,0,0.111111111,0.166666667,0.111111111
Human_074.txt,202,2,1.08012345,0.0833333333333,0.0833333333333,0,0,0.125,0,0,0,0,0,0.458333333,0,0,0.208333333,0.0416666666667,0,0.458333333,0,0,0,0.375,0,0,0,0,0,0.125,0.208333333,0,0
Human_075.txt,172,2.125,1.111024302,0.125,0,0,0,0,0.125,0,0,0.0625,0,0.4375,0,0,0.0625,0,0,0.4375,0,0.0625,0,0.5625,0,0,0,0.0625,0,0.125,0.1875,0.0625,0.0625
Human_076.txt,145,2.2,1.208304597,0,0,0,0,0.2,0.1,0,0,0.3,0,0.3,0,0,0.05,0.05,0,0.45,0.05,0,0,0.35,0.05,0,0,0.1,0,0.15,0.15,0.1,0
Human_077.txt,180,2.8125,1.666536453,0,0.0625,0,0,0.1875,0.125,0,0,0.0625,0,0.5625,0,0,0.1875,0,0,0.4375,0.1875,0.125,0,0.5625,0,0,0,0.125,0,0.1875,0.1875,0.1875,0.0625
Human_078.txt,202,1.923076923,0.916644253,0.0769230769231,0.0384615384615,0,0,0,0.115384615,0,0,0.0384615384615,0,0.307692308,0.0769230769231,0,0.115384615,0.0769230769231,0,0.423076923,0.192307692,0,0,0.230769231,0.0769230769231,0,0,0.115384615,0,0.0384615384615,0.115384615,0.192307692,0
Human_079.txt,193,3.157894737,1.926632128,0,0,0,0,0.157894737,0,0,0,0.157894737,0,0.526315789,0.105263158,0,0.0526315789474,0.0526315789474,0,0.684210526,0,0,0,0.947368421,0.105263158,0,0,0,0,0.263157895,0.105263158,0,0
Human_080.txt,180,3,1.527525232,0,0.111111111,0.166666667,0,0.111111111,0,0,0,0.166666667,0,0.555555556,0,0,0.166666667,0.0555555555556,0,0.444444444,0.166666667,0,0,0.388888889,0,0,0,0.0555555555556,0,0.5,0.222222222,0.222222222,0
Human_081.txt,181,1.966666667,1.516208722,0.0666666666667,0.1,0.0333333333333,0,0.1,0.0666666666667,0,0,0.0666666666667,0,0.5,0,0,0.166666667,0.0666666666667,0,0.433333333,0.0666666666667,0,0,0.233333333,0,0,0,0.0333333333333,0,0.0333333333333,0.0333333333333,0.0666666666667,0
Human_082.txt,188,2.545454545,1.405420439,0,0.0909090909091,0,0,0.136363636,0.0454545454545,0.0454545454545,0,0.0454545454545,0,0.318181818,0,0,0.136363636,0.0454545454545,0,0.5,0.136363636,0,0,0.5,0.0454545454545,0,0,0.227272727,0,0.227272727,0.227272727,0.136363636,0
Human_083.txt,198,2.578947368,1.269719798,0,0.0526315789474,0.0526315789474,0,0,0.105263158,0,0,0.105263158,0,0.578947368,0,0,0.105263158,0.105263158,0,0.421052632,0.157894737,0.0526315789474,0,0.578947368,0,0,0,0.0526315789474,0,0.157894737,0.315789474,0.157894737,0.0526315789474
Human_084.txt,198,2.363636364,1.109686874,0.0909090909091,0,0,0,0.136363636,0.136363636,0,0,0,0,0.590909091,0,0,0.0909090909091,0,0,0.5,0.0909090909091,0,0,0.318181818,0,0.0454545454545,0,0.136363636,0,0.136363636,0.318181818,0.0909090909091,0
Human_085.txt,173,2.142857143,1.03674005,0,0,0.047619048,0,0,0.047619048,0,0,0.047619048,0,0.571428571,0,0,0,0,0,0.333333333,0.238095238,0,0,0.380952381,0.0952380952381,0,0,0.047619048,0,0.238095238,0.19047619,0.19047619,0.047619048
Human_086.txt,198,2.064516129,1.38971995,0,0.0322580645161,0.0967741935484,0,0.129032258,0,0,0,0.0322580645161,0,0.451612903,0.0322580645161,0,0,0.0645161290323,0,0.35483871,0.225806452,0.0322580645161,0,0.193548387,0.0322580645161,0,0,0.129032258,0,0.161290323,0.258064516,0.0967741935484,0.225806452
Human_087.txt,180,2.578947368,1.388516417,0.0526315789474,0,0.105263158,0,0.0526315789474,0,0,0,0.105263158,0,0.578947368,0,0,0.0526315789474,0.0526315789474,0.0526315789474,0.526315789,0.105263158,0,0,0.578947368,0,0,0,0.0526315789474,0,0.263157895,0.105263158,0.105263158,0.0526315789474
Human_088.txt,172,1.9375,1.143937826,0,0.0625,0,0,0,0,0,0,0.125,0,0.4375,0,0,0.125,0.125,0,0.25,0.1875,0,0,0.4375,0.0625,0,0,0,0,0.0625,0.1875,0.1875,0
Human_089.txt,167,2.111111111,1.14934227,0.0555555555556,0,0,0,0.111111111,0,0,0,0,0,0.666666667,0,0,0.111111111,0,0,0.444444444,0.0555555555556,0,0,0.555555556,0.0555555555556,0,0,0,0,0,0.0555555555556,0.111111111,0
Human_090.txt,146,2.7,1.307669683,0,0.05,0.05,0,0.15,0.15,0,0,0,0,0.7,0,0,0.05,0,0,0.75,0.05,0,0,0.35,0.05,0,0,0.1,0,0.15,0.15,0.05,0
Human_091.txt,178,2.1875,1.379254781,0.1875,0,0,0,0.0625,0.375,0,0,0,0,0.25,0,0,0.0625,0,0,0.4375,0.3125,0,0,0.3125,0,0,0,0,0,0.1875,0.125,0.25,0
Human_092.txt,199,2.583333333,1.037491633,0,0.0833333333333,0,0,0.208333333,0.125,0,0,0.0833333333333,0,0.333333333,0,0,0.125,0.0416666666667,0,0.75,0.0416666666667,0,0,0.375,0.0833333333333,0,0,0.0833333333333,0,0.166666667,0.25,0.0416666666667,0.0833333333333
Human_093.txt,171,2.45,1.023474475,0,0,0,0,0.1,0.1,0,0,0.05,0,0.7,0.05,0,0.15,0.1,0,0.5,0.15,0,0,0.3,0,0,0,0.05,0,0.2,0.1,0.15,0.05
Human_094.txt,196,2.230769231,1.218690732,0.153846154,0.0769230769231,0,0,0.115384615,0.115384615,0,0,0,0,0.384615385,0,0,0.192307692,0.0384615384615,0,0.423076923,0.153846154,0,0,0.346153846,0.0769230769231,0,0,0.0384615384615,0,0.0769230769231,0.153846154,0.153846154,0
Human_095.txt,200,2.052631579,1.145870582,0.0526315789474,0.105263158,0.0526315789474,0,0,0,0,0,0.0526315789474,0,0.789473684,0.0526315789474,0,0.0526315789474,0,0,0.421052632,0.0526315789474,0,0,0.210526316,0,0,0,0,0,0.0526315789474,0.105263158,0.0526315789474,0
