filename,nwords,advcl_per_cl,ccomp_per_cl
Human_117.txt,204,0.037037037,0.111111111
Human_118.txt,203,0,0.129032258
Human_119.txt,185,0.115384615,0.0769230769231
Human_120.txt,159,0,0.157894737
Human_121.txt,202,0.0454545454545,0.0909090909091
Human_122.txt,207,0.0434782608696,0.130434783
Human_123.txt,181,0.0555555555556,0.0555555555556
Human_124.txt,184,0,0.136363636
Human_125.txt,142,0,0.2
Human_126.txt,204,0,0.0833333333333
Human_127.txt,174,0,0
Human_128.txt,175,0.08,0.12
Human_129.txt,203,0,0.1
Human_130.txt,179,0,0.111111111
Human_131.txt,290,0,0.0833333333333
Human_132.txt,242,0,0.25
Human_133.txt,208,0.0625,0.0625
Human_134.txt,183,0.05,0.15
Human_135.txt,202,0,0.16
Human_136.txt,151,0,0.3
Human_137.txt,199,0.142857143,0
Human_138.txt,208,0.03125,0.03125
Human_139.txt,214,0,0.1
Human_140.txt,200,0,0
Human_141.txt,181,0.111111111,0.111111111
Human_142.txt,234,0,0.111111111
Human_143.txt,168,0.05,0.15
Human_144.txt,185,0,0.0833333333333
Human_145.txt,103,0.1,0
Human_146.txt,208,0.04,0.32
Human_147.txt,204,0,0.0833333333333
Human_148.txt,215,0.0526315789474,0
Human_149.txt,167,0.0666666666667,0.133333333
Human_150.txt,140,0,0.25
