filename,nwords,poss_all_nominal_deps_struct,vmod_all_nominal_deps_struct,det_all_nominal_deps_NN_struct,amod_all_nominal_deps_NN_struct,prep_all_nominal_deps_NN_struct,nn_all_nominal_deps_NN_struct,rcmod_all_nominal_deps_NN_struct
Human_053.txt,154,0.075,0.075,0.4,0.55,0.45,0.325,0
Human_054.txt,202,0.115384615,0,0.224489796,0.346938776,0.346938776,0.163265306,0
Human_055.txt,196,0.0384615384615,0.0769230769231,0.294117647,0.333333333,0.235294118,0.0980392156863,0.0392156862745
Human_056.txt,201,0,0,0.522727273,0.5,0.272727273,0.431818182,0.0681818181818
Human_057.txt,208,0.0151515151515,0.03030303,0.283333333,0.483333333,0.283333333,0.183333333,0.05
Human_058.txt,201,0.0350877192982,0.105263158,0.410714286,0.285714286,0.303571429,0.214285714,0
Human_059.txt,200,0.0754716981132,0.0943396226415,0.288461538,0.519230769,0.230769231,0.25,0.0384615384615
Human_060.txt,213,0,0.051724138,0.275862069,0.413793103,0.413793103,0.137931034,0.0172413793103
Human_061.txt,180,0.0454545454545,0.0227272727273,0.409090909,0.477272727,0.340909091,0.136363636,0
Human_062.txt,183,0.166666667,0.0555555555556,0.169811321,0.245283019,0.245283019,0.188679245,0.0188679245283
Human_063.txt,245,0.0985915492958,0.0140845070423,0.188405797,0.347826087,0.347826087,0.115942029,0.0144927536232
Human_064.txt,208,0.0909090909091,0.0454545454545,0.272727273,0.348484848,0.378787879,0.0454545454545,0.0454545454545
Human_065.txt,192,0.0925925925926,0.037037037,0.137254902,0.176470588,0.196078431,0.431372549,0.0196078431373
Human_066.txt,192,0.0175438596491,0.0877192982456,0.210526316,0.456140351,0.298245614,0.228070175,0.0526315789474
Human_067.txt,187,0.148148148,0.0185185185185,0.38,0.48,0.24,0.22,0
Human_068.txt,203,0.0350877192982,0.0526315789474,0.375,0.357142857,0.25,0.107142857,0.107142857
Human_069.txt,188,0.12,0.02,0.291666667,0.3125,0.270833333,0.291666667,0
Human_070.txt,166,0.12962963,0.111111111,0.211538462,0.288461538,0.25,0.211538462,0.0384615384615
Human_071.txt,210,0.147540984,0.0491803278689,0.264150943,0.377358491,0.264150943,0.283018868,0
Human_072.txt,199,0.0377358490566,0.0188679245283,0.25,0.384615385,0.442307692,0.326923077,0.0192307692308
Human_073.txt,162,0.106382979,0.0212765957447,0.222222222,0.288888889,0.244444444,0.244444444,0.0222222222222
Human_074.txt,202,0.0377358490566,0.0943396226415,0.339622642,0.396226415,0.377358491,0.226415094,0
Human_075.txt,172,0.0434782608696,0.0434782608696,0.326086957,0.52173913,0.347826087,0.152173913,0.0217391304348
Human_076.txt,145,0.0227272727273,0.0227272727273,0.23255814,0.348837209,0.441860465,0.186046512,0.0232558139535
Human_077.txt,180,0.130434783,0.0652173913043,0.11627907,0.395348837,0.23255814,0.348837209,0
Human_078.txt,202,0.015873016,0.047619048,0.344262295,0.245901639,0.360655738,0.131147541,0.016393443
Human_079.txt,193,0.0322580645161,0.0322580645161,0.137931034,0.25862069,0.25862069,0.137931034,0
Human_080.txt,180,0,0,0.270833333,0.458333333,0.354166667,0.208333333,0
Human_081.txt,181,0,0.101694915,0.345454545,0.218181818,0.290909091,0.181818182,0.0181818181818
Human_082.txt,188,0.0862068965517,0,0.267857143,0.410714286,0.303571429,0.142857143,0.0178571428571
Human_083.txt,198,0.0508474576271,0.0508474576271,0.172413793,0.413793103,0.327586207,0.172413793,0.0172413793103
Human_084.txt,198,0.037037037,0.037037037,0.245283019,0.452830189,0.339622642,0.396226415,0
Human_085.txt,173,0.0384615384615,0.0769230769231,0.48,0.24,0.34,0.28,0.04
Human_086.txt,198,0.0350877192982,0.122807018,0.192982456,0.315789474,0.175438596,0.228070175,0.0526315789474
Human_087.txt,180,0.0625,0.0625,0.195652174,0.347826087,0.195652174,0.217391304,0.0869565217391
Human_088.txt,172,0,0.046511628,0.534883721,0.325581395,0.441860465,0.395348837,0.0232558139535
Human_089.txt,167,0.0377358490566,0.0754716981132,0.34,0.4,0.42,0.18,0.04
Human_090.txt,146,0.0833333333333,0.0208333333333,0.173913043,0.434782609,0.152173913,0.130434783,0.0652173913043
Human_091.txt,178,0,0.0425531914894,0.29787234,0.531914894,0.29787234,0.234042553,0.0425531914894
Human_092.txt,199,0.0166666666667,0.0166666666667,0.310344828,0.517241379,0.327586207,0.155172414,0.0344827586207
Human_093.txt,171,0.0612244897959,0.0408163265306,0.276595745,0.340425532,0.234042553,0.234042553,0.0425531914894
Human_094.txt,196,0.0877192982456,0.0350877192982,0.274509804,0.37254902,0.333333333,0.156862745,0
Human_095.txt,200,0.0169491525424,0.0338983050847,0.315789474,0.421052632,0.403508772,0.245614035,0.0175438596491
Human_096.txt,191,0.107142857,0.0357142857143,0.277777778,0.351851852,0.333333333,0.166666667,0
Human_097.txt,137,0.0909090909091,0.121212121,0.333333333,0.266666667,0.3,0.233333333,0.0666666666667
Human_098.txt,194,0.0408163265306,0.0204081632653,0.347826087,0.326086957,0.108695652,0.282608696,0.0217391304348
Human_099.txt,177,0.0227272727273,0.0227272727273,0.428571429,0.523809524,0.214285714,0.285714286,0.0238095238095
Human_100.txt,202,0.172413793,0.103448276,0.189655172,0.465517241,0.362068966,0.137931034,0
Human_101.txt,168,0.02,0.04,0.204081633,0.346938776,0.367346939,0.183673469,0.0204081632653
Human_102.txt,200,0.0196078431373,0.0392156862745,0.137254902,0.549019608,0.215686275,0.176470588,0.0392156862745
Human_103.txt,197,0.078125,0.0625,0.21875,0.203125,0.25,0.25,0.015625
Human_104.txt,195,0.046875,0.25,0.142857143,0.19047619,0.158730159,0.0793650793651,0
Human_105.txt,200,0.150943396,0.0754716981132,0.431372549,0.37254902,0.254901961,0.0980392156863,0.0196078431373
Human_106.txt,152,0,0,0.184210526,0.421052632,0.315789474,0.210526316,0.0526315789474
Human_107.txt,239,0.025974026,0.038961039,0.25,0.197368421,0.407894737,0.289473684,0.0131578947368
Human_108.txt,169,0.0192307692308,0,0.196078431,0.333333333,0.294117647,0.294117647,0.0196078431373
Human_109.txt,206,0.0727272727273,0.109090909,0.245283019,0.566037736,0.264150943,0.301886792,0.0188679245283
Human_110.txt,184,0.0909090909091,0.0545454545455,0.20754717,0.41509434,0.226415094,0.113207547,0.0566037735849
Human_111.txt,127,0.05,0.075,0.2,0.4,0.45,0.05,0
Human_112.txt,187,0.12,0.06,0.255319149,0.319148936,0.14893617,0.340425532,0.0425531914894
Human_113.txt,168,0.04,0.12,0.222222222,0.444444444,0.4,0.177777778,0.0222222222222
Human_114.txt,188,0.0175438596491,0.0526315789474,0.175438596,0.456140351,0.368421053,0.192982456,0.0175438596491
Human_115.txt,195,0.05,0.05,0.216666667,0.183333333,0.283333333,0.283333333,0.0333333333333
Human_116.txt,186,0.0923076923077,0.0153846153846,0.1875,0.21875,0.34375,0.109375,0.0625
Human_117.txt,204,0.0185185185185,0.0740740740741,0.377358491,0.301886792,0.264150943,0.169811321,0.0188679245283
Human_118.txt,203,0.0175438596491,0.0877192982456,0.285714286,0.410714286,0.178571429,0.178571429,0
Human_119.txt,185,0.0350877192982,0.0175438596491,0.181818182,0.272727273,0.309090909,0.290909091,0
Human_120.txt,159,0.0444444444444,0.0222222222222,0.227272727,0.386363636,0.340909091,0.0909090909091,0
Human_121.txt,202,0.0441176470588,0.0441176470588,0.344262295,0.180327869,0.31147541,0.147540984,0.016393443
Human_122.txt,207,0.0689655172414,0.0862068965517,0.25,0.326923077,0.288461538,0.134615385,0.0192307692308
Human_123.txt,181,0.0952380952381,0.0714285714286,0.166666667,0.476190476,0.30952381,0.333333333,0
Human_124.txt,184,0.0869565217391,0.108695652,0.413043478,0.347826087,0.195652174,0.217391304,0.0217391304348
Human_125.txt,142,0.12195122,0,0.341463415,0.317073171,0.317073171,0.146341463,0.0731707317073
Human_126.txt,204,0.0181818181818,0.0909090909091,0.185185185,0.592592593,0.259259259,0.222222222,0.0185185185185
Human_127.txt,174,0.1,0.02,0.326530612,0.265306122,0.306122449,0.326530612,0.0204081632653
Human_128.txt,175,0.0588235294118,0.0392156862745,0.352941176,0.294117647,0.215686275,0.274509804,0
Human_129.txt,203,0.114754098,0.0327868852459,0.426229508,0.360655738,0.31147541,0.37704918,0.016393443
Human_130.txt,179,0.0408163265306,0.0408163265306,0.319148936,0.425531915,0.234042553,0.276595745,0.0212765957447
Human_131.txt,290,0.0975609756098,0.0243902439024,0.263157895,0.289473684,0.342105263,0.144736842,0.0394736842105
Human_132.txt,242,0.0724637681159,0.0434782608696,0.235294118,0.264705882,0.294117647,0.264705882,0.0147058823529
Human_133.txt,208,0.0217391304348,0.0217391304348,0.456521739,0.652173913,0.239130435,0.282608696,0
Human_134.txt,183,0.0212765957447,0.0212765957447,0.5,0.543478261,0.413043478,0.108695652,0
Human_135.txt,202,0.125,0.0714285714286,0.352941176,0.333333333,0.274509804,0.117647059,0.0196078431373
Human_136.txt,151,0.0512820512821,0.025641026,0.27027027,0.459459459,0.216216216,0.297297297,0
Human_137.txt,199,0.04,0,0.306122449,0.387755102,0.285714286,0.346938776,0.0408163265306
Human_138.txt,208,0.0714285714286,0.0357142857143,0.163636364,0.472727273,0.145454545,0.145454545,0.0181818181818
Human_139.txt,214,0.051724138,0.0172413793103,0.275862069,0.379310345,0.396551724,0.103448276,0.0344827586207
Human_140.txt,200,0.0645161290323,0.0483870967742,0.25,0.283333333,0.366666667,0.25,0.0666666666667
Human_141.txt,181,0,0.0434782608696,0.282608696,0.47826087,0.326086957,0.413043478,0.0217391304348
Human_142.txt,234,0.046875,0.015625,0.290322581,0.241935484,0.225806452,0.370967742,0.0161290322581
Human_143.txt,168,0.0263157894737,0.0263157894737,0.368421053,0.368421053,0.236842105,0.342105263,0
Human_144.txt,185,0.0344827586207,0,0.206896552,0.327586207,0.310344828,0.24137931,0.0172413793103
Human_145.txt,103,0.0526315789474,0.105263158,0.315789474,0.368421053,0.157894737,0.473684211,0.0526315789474
Human_146.txt,208,0.0925925925926,0.037037037,0.32,0.32,0.36,0.22,0
Human_147.txt,204,0.04,0.06,0.333333333,0.4375,0.3125,0.333333333,0.0208333333333
Human_148.txt,215,0.03125,0,0.213114754,0.360655738,0.360655738,0.31147541,0.016393443
Human_149.txt,167,0.0232558139535,0,0.575,0.375,0.3,0.275,0
Human_150.txt,140,0.0645161290323,0.0322580645161,0.290322581,0.483870968,0.258064516,0.516129032,0
