Group,FilePath,FileName,WordCount
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Qué_barbaridad_son_latinos_y_deberían_saber_español_primero.txt,AI_Applied_Linguistics_Qué_barbaridad_son_latinos_y_deberían_saber_español_primero.txt,141
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Racialized_Trajectories_to_Catalan_Higher_Education.txt,AI_Applied_Linguistics_Racialized_Trajectories_to_Catalan_Higher_Education.txt,124
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Researching_the_Intercultural_Intersubjectivity_and_the_Problem_with_Postpositivism.txt,AI_Applied_Linguistics_Researching_the_Intercultural_Intersubjectivity_and_the_Problem_with_Postpositivism.txt,111
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Role_Models_in_Language_Learning.txt,AI_Applied_Linguistics_Role_Models_in_Language_Learning.txt,132
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Supralingualism_and_the_Translatability_Industry.txt,AI_Applied_Linguistics_Supralingualism_and_the_Translatability_Industry.txt,125
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Towards_a_Green_Applied_Linguistics_HumanSea_Turtle_Semiotic_Assemblages_in_Hawaii.txt,AI_Applied_Linguistics_Towards_a_Green_Applied_Linguistics_HumanSea_Turtle_Semiotic_Assemblages_in_Hawaii.txt,127
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Translating_Culture_in_Global_Times_An_Introduction.txt,AI_Applied_Linguistics_Translating_Culture_in_Global_Times_An_Introduction.txt,156
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Translating_Culture_in_the_Global_Workplace.txt,AI_Applied_Linguistics_Translating_Culture_in_the_Global_Workplace.txt,123
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Translation_as_a_Prime_Player_in_Intercultural_Communication.txt,AI_Applied_Linguistics_Translation_as_a_Prime_Player_in_Intercultural_Communication.txt,134
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Using_Character-Grams_to_Automatically_Generate_Pseudowords_and_How_to_Evaluate_Them.txt,AI_Applied_Linguistics_Using_Character-Grams_to_Automatically_Generate_Pseudowords_and_How_to_Evaluate_Them.txt,134
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Whorf_in_the_Wild_Naturalistic_Evidence_from_Human_Interaction.txt,AI_Applied_Linguistics_Whorf_in_the_Wild_Naturalistic_Evidence_from_Human_Interaction.txt,134
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Applied_Linguistics_Whose_Karate.txt,AI_Applied_Linguistics_Whose_Karate.txt,139
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_A_corpus-based_list_of_commonly_used_English_medical_morphemes_for_students_learning_English_for_specific_purposes.txt,AI_English_for_Specific_Purposes_A_corpus-based_list_of_commonly_used_English_medical_morphemes_for_students_learning_English_for_specific_purposes.txt,155
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_A_genre-based_exploration_of_intertextuality_and_interdiscursivity_in_advertorial_discoursetxt.txt,AI_English_for_Specific_Purposes_A_genre-based_exploration_of_intertextuality_and_interdiscursivity_in_advertorial_discoursetxt.txt,156
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_A_multi-dimensional_analysis_of_the_Managements_Discussion_and_Analysis_narratives_in_Chinese_and_American_corporate_annual_reports.txt,AI_English_for_Specific_Purposes_A_multi-dimensional_analysis_of_the_Managements_Discussion_and_Analysis_narratives_in_Chinese_and_American_corporate_annual_reports.txt,170
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_A_multi-level_contrastive_analysis_of_promotional_strategies_in_specialised_discourse.txt,AI_English_for_Specific_Purposes_A_multi-level_contrastive_analysis_of_promotional_strategies_in_specialised_discourse.txt,159
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_A_periphery_inside_a_semi-periphery_The_uneven_participation_of_Brazilian_scholars_in_the_international_community.txt,AI_English_for_Specific_Purposes_A_periphery_inside_a_semi-periphery_The_uneven_participation_of_Brazilian_scholars_in_the_international_community.txt,156
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Academic_vocabulary_in_an_EAP_course_Opportunities_for_incidental_learning_from_printed_teaching_materials_developed_in-house.txt,AI_English_for_Specific_Purposes_Academic_vocabulary_in_an_EAP_course_Opportunities_for_incidental_learning_from_printed_teaching_materials_developed_in-house.txt,159
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Aligning_perceptions_with_reality_Lebanese_EMI_instructor_perceptions_of_students_writing_proficiency.txt,AI_English_for_Specific_Purposes_Aligning_perceptions_with_reality_Lebanese_EMI_instructor_perceptions_of_students_writing_proficiency.txt,153
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_An_analysis_of_the_use_of_cognitive_discourse_functions_in_English-medium_history_teaching_at_university.txt,AI_English_for_Specific_Purposes_An_analysis_of_the_use_of_cognitive_discourse_functions_in_English-medium_history_teaching_at_university.txt,158
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_An_exploratory_analysis_of_source_integration_in_post-secondary_L1_and_L2_source-based_writing.txt,AI_English_for_Specific_Purposes_An_exploratory_analysis_of_source_integration_in_post-secondary_L1_and_L2_source-based_writing.txt,169
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Analyzing_the_functions_of_lexical_bundles_in_undergraduate_academic_lectures_for_pedagogical_use.txt,AI_English_for_Specific_Purposes_Analyzing_the_functions_of_lexical_bundles_in_undergraduate_academic_lectures_for_pedagogical_use.txt,156
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Artists_statements_how_to_guides_and_the_conceptualisation_of_creative_practice.txt,AI_English_for_Specific_Purposes_Artists_statements_how_to_guides_and_the_conceptualisation_of_creative_practice.txt,145
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_BELF_expert_users_Making_understanding_visible_in_internal_BELF_meetings_through_the_use_of_nonverbal_communication_strategies.txt,AI_English_for_Specific_Purposes_BELF_expert_users_Making_understanding_visible_in_internal_BELF_meetings_through_the_use_of_nonverbal_communication_strategies.txt,149
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Challenges_in_academic_writing_Perspectives_of_Engineering_faculty_and_L2_postgraduate_research_students.txt,AI_English_for_Specific_Purposes_Challenges_in_academic_writing_Perspectives_of_Engineering_faculty_and_L2_postgraduate_research_students.txt,145
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Delivering_relevance_The_emergence_of_ESP_as_a_discipline.txt,AI_English_for_Specific_Purposes_Delivering_relevance_The_emergence_of_ESP_as_a_discipline.txt,145
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Development_of_component_analysis_to_support_a_research-based_curriculum_for_writing_engineering_research_articles.txt,AI_English_for_Specific_Purposes_Development_of_component_analysis_to_support_a_research-based_curriculum_for_writing_engineering_research_articles.txt,145
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Engaging_with_the_reader_in_research_articles_in_English_Variation_across_disciplines_and_linguacultural_backgrounds.txt,AI_English_for_Specific_Purposes_Engaging_with_the_reader_in_research_articles_in_English_Variation_across_disciplines_and_linguacultural_backgrounds.txt,157
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Engineering_students_perceptions_of_the_role_of_ESP_courses_in_internationalized_universities.txt,AI_English_for_Specific_Purposes_Engineering_students_perceptions_of_the_role_of_ESP_courses_in_internationalized_universities.txt,157
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Exploring_the_socio-contextual_nature_of_workplace_writing_Towards_preparing_learners_for_the_complexities_of_English_L2_writing_in_the_workplace.txt,AI_English_for_Specific_Purposes_Exploring_the_socio-contextual_nature_of_workplace_writing_Towards_preparing_learners_for_the_complexities_of_English_L2_writing_in_the_workplace.txt,145
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_If_it_had_been_conducted_with_a_larger_database_A_comparison_of_If-constructions_in_Chinese_L2_learners_theses_and_published_research_articles.txt,AI_English_for_Specific_Purposes_If_it_had_been_conducted_with_a_larger_database_A_comparison_of_If-constructions_in_Chinese_L2_learners_theses_and_published_research_articles.txt,153
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Parameters_of_variation_in_the_use_of_words_in_empirical_research_writing.txt,AI_English_for_Specific_Purposes_Parameters_of_variation_in_the_use_of_words_in_empirical_research_writing.txt,157
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Persuasion_strategies_for_demonstrating_topic_significance_in_reports_of_randomised_controlled_trials.txt,AI_English_for_Specific_Purposes_Persuasion_strategies_for_demonstrating_topic_significance_in_reports_of_randomised_controlled_trials.txt,151
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Pragmatic_force_modifiers_in_English-medium_masters_thesis_defenses_in_Taiwan_universities.txt,AI_English_for_Specific_Purposes_Pragmatic_force_modifiers_in_English-medium_masters_thesis_defenses_in_Taiwan_universities.txt,152
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Promoting_discipline-specific_genre_competence_with_corpus-based_genre_analysis_activities.txt,AI_English_for_Specific_Purposes_Promoting_discipline-specific_genre_competence_with_corpus-based_genre_analysis_activities.txt,140
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Selling_research_in_RA_discussion_sections_through_English_and_Spanish_An_intercultural_rhetoric_approach.txt,AI_English_for_Specific_Purposes_Selling_research_in_RA_discussion_sections_through_English_and_Spanish_An_intercultural_rhetoric_approach.txt,142
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Temporal_change_in_dissertation_macrostructures.txt,AI_English_for_Specific_Purposes_Temporal_change_in_dissertation_macrostructures.txt,136
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_The_creation_and_evaluation_of_a_grammar_pattern_list_for_the_most_frequent_academic_verbs.txt,AI_English_for_Specific_Purposes_The_creation_and_evaluation_of_a_grammar_pattern_list_for_the_most_frequent_academic_verbs.txt,138
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_The_place_of_language_in_the_theoretical_tenets_textbooks_and_classroom_practices_in_the_ESP_genre-based_approach_to_teaching_writing.txt,AI_English_for_Specific_Purposes_The_place_of_language_in_the_theoretical_tenets_textbooks_and_classroom_practices_in_the_ESP_genre-based_approach_to_teaching_writing.txt,153
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_The_project_SubESPSKills_Subtitling_tasks_for_students_of_Business_English_to_improve_written_production_skills.txt,AI_English_for_Specific_Purposes_The_project_SubESPSKills_Subtitling_tasks_for_students_of_Business_English_to_improve_written_production_skills.txt,151
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Using_English_as_a_lingua_franca_to_engage_with_investors_An_analysis_of_Italian_and_Japanese_companies_investor_relations_communication_policies.txt,AI_English_for_Specific_Purposes_Using_English_as_a_lingua_franca_to_engage_with_investors_An_analysis_of_Italian_and_Japanese_companies_investor_relations_communication_policies.txt,149
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_English_for_Specific_Purposes_Variation_in_interpersonal_relations_in_manuscript_reviews_with_different_recommendations.txt,AI_English_for_Specific_Purposes_Variation_in_interpersonal_relations_in_manuscript_reviews_with_different_recommendations.txt,153
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_A_review_of_research_on_authorial_evaluation_in_English_academic_writing_A_methodological_perspective.txt,AI_Journal_of_English_for_Academic_Purposes_A_review_of_research_on_authorial_evaluation_in_English_academic_writing_A_methodological_perspective.txt,153
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_An_Analysis_of_Citations_in_Chinese_English-major_Masters_Theses_and_Doctoral_Dissertations.txt,AI_Journal_of_English_for_Academic_Purposes_An_Analysis_of_Citations_in_Chinese_English-major_Masters_Theses_and_Doctoral_Dissertations.txt,151
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Authorial_presence_in_research_article_abstracts_A_diachronic_investigation_of_the_use_of_first_person_pronouns.txt,AI_Journal_of_English_for_Academic_Purposes_Authorial_presence_in_research_article_abstracts_A_diachronic_investigation_of_the_use_of_first_person_pronouns.txt,159
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Big_ideas__sharp_focus_Researching_and_developing_students_academic_writing_across_the_disciplines.txt,AI_Journal_of_English_for_Academic_Purposes_Big_ideas__sharp_focus_Researching_and_developing_students_academic_writing_across_the_disciplines.txt,155
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Critical_review_of_literature_The_case_of_the_news_and_views_genre.txt,AI_Journal_of_English_for_Academic_Purposes_Critical_review_of_literature_The_case_of_the_news_and_views_genre.txt,139
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Effects_of_explicit_instruction_on_noun_phrase_production_in_L2_undergraduate_writing.txt,AI_Journal_of_English_for_Academic_Purposes_Effects_of_explicit_instruction_on_noun_phrase_production_in_L2_undergraduate_writing.txt,135
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Examining_the_effects_of_comprehensive_written_corrective_feedback_on_L2_EAP_students_linguistic_performance_A_mixed-methods_study.txt,AI_Journal_of_English_for_Academic_Purposes_Examining_the_effects_of_comprehensive_written_corrective_feedback_on_L2_EAP_students_linguistic_performance_A_mixed-methods_study.txt,144
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Exemplification_in_research_articles_Structural_semantic_and_metadiscursive_properties_across_disciplines.txt,AI_Journal_of_English_for_Academic_Purposes_Exemplification_in_research_articles_Structural_semantic_and_metadiscursive_properties_across_disciplines.txt,136
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Exploring_polysemy_in_the_Academic_Vocabulary_List_A_lexicographic_approach.txt,AI_Journal_of_English_for_Academic_Purposes_Exploring_polysemy_in_the_Academic_Vocabulary_List_A_lexicographic_approach.txt,147
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Graduate-level_research_writing_instruction_Two_Chinese_EAP_teachers_localized_ESP_genre-based_pedagogy.txt,AI_Journal_of_English_for_Academic_Purposes_Graduate-level_research_writing_instruction_Two_Chinese_EAP_teachers_localized_ESP_genre-based_pedagogy.txt,140
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Harnessing_learner_research_agendas_to_continuously_explore_EAP_learners_needs.txt,AI_Journal_of_English_for_Academic_Purposes_Harnessing_learner_research_agendas_to_continuously_explore_EAP_learners_needs.txt,111
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_However_and_other_transitions_in_the_Han_CH-EN_corpus.txt,AI_Journal_of_English_for_Academic_Purposes_However_and_other_transitions_in_the_Han_CH-EN_corpus.txt,149
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_International_students_engagement_with_support_in_developing_source_use_abilities_A_longitudinal_case_study.txt,AI_Journal_of_English_for_Academic_Purposes_International_students_engagement_with_support_in_developing_source_use_abilities_A_longitudinal_case_study.txt,146
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Investigating_the_effects_of_reducing_linguistic_complexity_on_EAL_student_comprehension_in_first-year_undergraduate_assessments.txt,AI_Journal_of_English_for_Academic_Purposes_Investigating_the_effects_of_reducing_linguistic_complexity_on_EAL_student_comprehension_in_first-year_undergraduate_assessments.txt,138
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Lets_say_Phraseological_patterns_of_say_in_academic_ELF_communication.txt,AI_Journal_of_English_for_Academic_Purposes_Lets_say_Phraseological_patterns_of_say_in_academic_ELF_communication.txt,145
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Local_grammars_and_discourse_acts_in_academic_writing_A_case_study_of_exemplification_in_Linguistics_research_articles.txt,AI_Journal_of_English_for_Academic_Purposes_Local_grammars_and_discourse_acts_in_academic_writing_A_case_study_of_exemplification_in_Linguistics_research_articles.txt,139
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Looking_past_limiting_conditions_Prioritizing_meaning_in_EAP.txt,AI_Journal_of_English_for_Academic_Purposes_Looking_past_limiting_conditions_Prioritizing_meaning_in_EAP.txt,159
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Measuring_the_importance_of_information_in_student_notes_An_initial_venture.txt,AI_Journal_of_English_for_Academic_Purposes_Measuring_the_importance_of_information_in_student_notes_An_initial_venture.txt,160
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Piracy_playing_the_system_or_poor_policies_Perspectives_on_plagiarism_in_Thailand.txt,AI_Journal_of_English_for_Academic_Purposes_Piracy_playing_the_system_or_poor_policies_Perspectives_on_plagiarism_in_Thailand.txt,156
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Profiling_figure_legends_in_scientific_research_articles_A_corpus-driven_approach.txt,AI_Journal_of_English_for_Academic_Purposes_Profiling_figure_legends_in_scientific_research_articles_A_corpus-driven_approach.txt,155
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Reconceptualising_the_notion_of_finding.txt,AI_Journal_of_English_for_Academic_Purposes_Reconceptualising_the_notion_of_finding.txt,154
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Stance_and_engagement_in_3MT_presentations_How_students_communicate_disciplinary_knowledge_to_a_wide_audience.txt,AI_Journal_of_English_for_Academic_Purposes_Stance_and_engagement_in_3MT_presentations_How_students_communicate_disciplinary_knowledge_to_a_wide_audience.txt,150
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Student_perceptions_of_critical_thinking_in_EMI_programs_at_Japanese_universities_A_Q-methodology_study.txt,AI_Journal_of_English_for_Academic_Purposes_Student_perceptions_of_critical_thinking_in_EMI_programs_at_Japanese_universities_A_Q-methodology_study.txt,157
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Syntactic_complexity_in_English_as_a_lingua_franca_academic_writing.txt,AI_Journal_of_English_for_Academic_Purposes_Syntactic_complexity_in_English_as_a_lingua_franca_academic_writing.txt,157
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Systemic_Functional_Linguistics_for_the_EGAP_module_Revisiting_the_common_core.txt,AI_Journal_of_English_for_Academic_Purposes_Systemic_Functional_Linguistics_for_the_EGAP_module_Revisiting_the_common_core.txt,161
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_Teaching_lecture_comprehension_skills_through_OpenCourseWare_video-recorded_lectures_A_research-informed_classroom_application.txt,AI_Journal_of_English_for_Academic_Purposes_Teaching_lecture_comprehension_skills_through_OpenCourseWare_video-recorded_lectures_A_research-informed_classroom_application.txt,141
AI,/Users/fafaya/Desktop/语料处理+代码/废弃语料/TAASSC_Input_AI/AI_Journal_of_English_for_Academic_Purposes_The_bottom_line_Are_idioms_used_in_English_academic_speech_and_writing.txt,AI_Journal_of_English_for_Academic_Purposes_The_bottom_line_Are_idioms_used_in_English_academic_speech_and_writing.txt,164
