filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C,poss_all_nominal_deps_struct,vmod_all_nominal_deps_struct,det_all_nominal_deps_NN_struct,amod_all_nominal_deps_NN_struct,prep_all_nominal_deps_NN_struct,nn_all_nominal_deps_NN_struct,rcmod_all_nominal_deps_NN_struct,advcl_per_cl,ccomp_per_cl,CRFNO1,CRFAO1,CRFSO1,CRFCWO1,LSASS1,LSAGN,CNCCaus,CNCLogic,CNCTemp,RDFRE,RDFKGL,RDL2,Author_Type
short\ai_013,169,24.14285714,24.14285714,21.125,1.142857143,2,1.142857143,0.125,0.142857143,1,0.142857143,1.571428571,1.375,2.428571429,2.125,0.0892857142857,0.0357142857143,0.145454545,0.363636364,0.418181818,0.327272727,0,0,0.1875,0.833000004291534,0.833000004291534,0.833000004291534,0.0710000023245811,0.25,0.27700001001358,24.0960006713867,30.1200008392334,24.0960006713867,0,20.1730003356934,1.05099999904633,AI
short\ai_014,155,25.83333333,22.14285714,15.5,1.666666667,2.142857143,1.428571429,0.3,0.428571429,1.166666667,0.428571429,1.428571429,1,3.428571429,2.4,0.0212765957447,0.0212765957447,0.217391304,0.565217391,0.304347826,0.239130435,0.0434782608696,0,0.0625,0.600000023841858,0.600000023841858,0.600000023841858,0.034000001847744,0.268999993801117,0.266999989748001,13.0719995498657,19.6079998016357,6.53599977493286,0,20.503999710083,0.931999981403351,AI
short\ai_015,114,22.8,22.8,11.4,2,3.4,2,0.5,1,1,0.8,1.6,0.8,3.2,1.6,0,0.0277777777778,0.2,0.371428571,0.171428571,0.2,0,0,0.421052632,0.75,0.75,0.75,0.0949999988079071,0.328000009059906,0.25900000333786,26.3159999847412,26.3159999847412,8.77200031280518,0,21.5629997253418,2.62599992752075,AI
short\ai_016,137,34.25,45.66666667,19.57142857,1.75,4.333333333,2.333333333,0.428571429,1,0.75,1,1.666666667,0.714285714,7.333333333,3.142857143,0.0487804878049,0.0731707317073,0.195121951,0.43902439,0.243902439,0.317073171,0.0243902439024,0,0.176470588,0.333000004291534,0.333000004291534,0.666999995708466,0.0140000004321337,0.300000011920929,0.24600000679493,29.6299991607666,14.8149995803833,7.40700006484985,0,23.3560009002686,-4.860000134,AI
short\ai_017,124,24.8,24.8,12.4,2,2.4,2,0.4,0.8,1,0.8,2.2,1.1,4,2,0.05,0.05,0.256410256,0.538461538,0.333333333,0.102564103,0.0769230769231,0,0.2,1,1,1,0.0850000008940697,0.25,0.254999995231628,16.2600002288818,16.2600002288818,0,0,22.2059993743896,3.07699990272522,AI
short\ai_018,113,22.6,18.83333333,16.14285714,1.4,2.333333333,1.166666667,0.285714286,0.333333333,1.2,0.333333333,1.166666667,1,2.833333333,2.428571429,0,0.0512820512821,0.210526316,0.421052632,0.289473684,0.131578947,0,0.0666666666667,0.0666666666667,0,0,0.25,0.0189999993890524,0.331999987363815,0.259999990463257,45.4550018310547,18.181999206543,0,0,22.7019996643066,2.57699990272522,AI
short\ai_019,134,26.8,26.8,14.88888889,1.8,2.6,1.8,0.444444444,0.8,1,0.6,1.8,1,3.8,2.111111111,0.0227272727273,0,0.181818182,0.431818182,0.386363636,0.25,0.0454545454545,0,0.153846154,1,1,1,0.125,0.418000012636185,0.312999993562698,22.9009990692139,30.5340003967285,15.2670001983643,0,21.5559997558594,5.13899993896484,AI
short\ai_020,126,25.2,21,14,1.8,2.166666667,1.5,0.444444444,0.666666667,1.2,0.666666667,1.333333333,0.888888889,3.166666667,2.111111111,0,0.0285714285714,0.382352941,0.5,0.235294118,0.117647059,0.0294117647059,0,0.214285714,0,0.5,0.5,0.0260000005364418,0.337999999523163,0.259999990463257,32.257999420166,32.257999420166,0,0,22.1539993286133,0.293000012636185,AI
short\ai_021,127,25.4,25.4,15.875,1.6,3.8,1.6,0.375,0.6,1,0.6,1.2,0.75,3.4,2.125,0,0,0.205128205,0.461538462,0.230769231,0.102564103,0,0,0.315789474,0.333000004291534,0.333000004291534,1,0.0439999997615814,0.319999992847443,0.250999987125397,32.257999420166,8.0649995803833,0,0,24.0060005187988,-2.940999985,AI
short\ai_022,157,26.16666667,26.16666667,15.7,1.666666667,2.5,1.666666667,0.5,0.833333333,1,0.5,1.333333333,0.8,5,3,0.0384615384615,0,0.28,0.42,0.4,0.02,0.06,0,0.266666667,0.600000023841858,0.600000023841858,0.600000023841858,0.112000003457069,0.388000011444092,0.317999988794327,25.8059997558594,12.9029998779297,6.4520001411438,0,21.0580005645752,2.01300001144409,AI
short\ai_023,123,24.6,20.5,13.66666667,1.8,2.166666667,1.5,0.333333333,0.5,1.2,0.333333333,0.5,0.333333333,3.166666667,2.111111111,0.0277777777778,0,0.305555556,0.555555556,0.305555556,0.0833333333333,0.0833333333333,0,0,0.25,0.25,0.25,0.0350000001490116,0.256000012159348,0.248999997973442,16.2600002288818,32.5200004577637,0,0,22.5009994506836,-3.427999973,AI
short\ai_024,134,22.33333333,26.8,14.88888889,1.5,2.8,1.8,0.444444444,0.8,0.833333333,0.4,1.4,0.777777778,4.6,2.555555556,0.0666666666667,0.0222222222222,0.186046512,0.534883721,0.279069767,0.046511628,0.0697674418605,0,0.1,0.800000011920929,0.800000011920929,1,0.0670000016689301,0.435999989509583,0.314999997615814,29.8509998321533,29.8509998321533,29.8509998321533,0,20.3309993743896,-0.600000024,AI
short\ai_025,131,18.71428571,16.375,11.90909091,1.571428571,1.75,1.375,0.272727273,0.375,1.142857143,0.25,0.875,0.636363636,2.5,1.818181818,0.0454545454545,0.0681818181818,0.209302326,0.395348837,0.23255814,0.23255814,0.0232558139535,0,0.0526315789474,0.166999995708466,0.333000004291534,0.5,0.0799999982118607,0.208000004291534,0.236000001430511,23.2560005187988,31.007999420166,7.7519998550415,0,18.5839996337891,2.52900004386902,AI
short\ai_026,133,22.16666667,22.16666667,12.09090909,1.833333333,3,1.833333333,0.454545455,0.833333333,1,0.666666667,1,0.545454545,3.166666667,1.727272727,0,0,0.238095238,0.404761905,0.238095238,0.0714285714286,0,0,0.157894737,0.200000002980232,0.200000002980232,0.400000005960464,0.017000000923872,0.377000004053116,0.300000011920929,15.2670001983643,15.2670001983643,7.63399982452393,0,19.4039993286133,-0.078000002,AI
short\ai_027,139,27.8,27.8,12.63636364,2.2,3.8,2.2,0.545454545,1.2,1,1,1.8,0.818181818,4.6,2.090909091,0,0.0243902439024,0.25,0.45,0.275,0.05,0,0.0526315789474,0.315789474,0.5,0.5,0.5,0.0780000016093254,0.395000010728836,0.291000008583069,0,14.5989999771118,14.5989999771118,0,22.1420001983643,2.52699995040894,AI
short\ai_028,138,23,23,15.33333333,1.5,2.5,1.5,0.333333333,0.5,1,0.5,1.5,1,3.166666667,2.111111111,0.046511628,0.0232558139535,0.142857143,0.380952381,0.261904762,0.214285714,0,0.0666666666667,0.0666666666667,0.600000023841858,0.600000023841858,0.800000011920929,0.0860000029206276,0.38400000333786,0.289000004529953,7.40700006484985,22.2220001220703,14.8149995803833,0,20.2779998779297,4.80600023269653,AI
short\ai_029,128,25.6,25.6,14.22222222,1.8,3.6,1.8,0.444444444,0.8,1,0.8,1.6,0.888888889,3,1.666666667,0.0263157894737,0.0526315789474,0.210526316,0.421052632,0.0526315789474,0.263157895,0.0526315789474,0,0.166666667,0.75,0.75,0.75,0.0390000008046627,0.282000005245209,0.250999987125397,15.7480001449585,7.87400007247925,7.87400007247925,0,20.4290008544922,2.02600002288818,AI
short\ai_030,140,23.33333333,23.33333333,11.66666667,2,2.666666667,2,0.416666667,0.833333333,1,0.666666667,0.833333333,0.416666667,3.166666667,1.583333333,0.0487804878049,0.0487804878049,0.292682927,0.43902439,0.12195122,0.243902439,0.0731707317073,0,0.125,0.400000005960464,0.600000023841858,0.800000011920929,0.0419999994337559,0.277999997138977,0.272000014781952,14.4930000305176,14.4930000305176,7.24599981307983,0,19.4580001831055,3.10899996757507,AI
short\ai_031,157,22.42857143,22.42857143,19.625,1.142857143,2.142857143,1.142857143,0.125,0.142857143,1,0.142857143,1.571428571,1.375,3.571428571,3.125,0.0625,0.0625,0.270833333,0.416666667,0.291666667,0.166666667,0,0,0.1,0.333000004291534,0.333000004291534,0.666999995708466,0.0529999993741512,0.42399999499321,0.328000009059906,38.9609985351563,32.4679985046387,6.49399995803833,4.89900016784668,18.0410003662109,-1.789999962,AI
short\ai_032,155,22.14285714,22.14285714,14.09090909,1.571428571,2.714285714,1.571428571,0.363636364,0.571428571,1,0.571428571,2.142857143,1.363636364,2.714285714,1.727272727,0.0204081632653,0.0408163265306,0.183673469,0.326530612,0.346938776,0.244897959,0,0.047619048,0.0952380952381,0.833000004291534,0.833000004291534,0.833000004291534,0.0670000016689301,0.308999985456467,0.25900000333786,12.8210000991821,25.6410007476807,6.40999984741211,0,19.6520004272461,-3.180999994,AI
short\ai_033,165,23.57142857,23.57142857,20.625,1.142857143,2,1.142857143,0.125,0.142857143,1,0.142857143,1.142857143,1,4.428571429,3.875,0.0909090909091,0.0454545454545,0.204545455,0.522727273,0.295454545,0.227272727,0.0227272727273,0.0526315789474,0.105263158,0.5,0.5,0.666999995708466,0.0549999997019768,0.310999989509583,0.282999992370605,17.7509994506836,29.5860004425049,5.91699981689453,5.09299993515015,18.5470008850098,0.739000022411346,AI
short\ai_034,152,21.71428571,21.71428571,12.66666667,1.714285714,2.142857143,1.714285714,0.416666667,0.714285714,1,0.571428571,1.571428571,0.916666667,3.285714286,1.916666667,0,0.0204081632653,0.229166667,0.479166667,0.333333333,0.229166667,0.0416666666667,0,0.2,0.166999995708466,0.5,0.5,0.0410000011324883,0.345999985933304,0.32600000500679,13.3330001831055,13.3330001831055,6.66699981689453,0,21.7129993438721,-6.343999863,AI
short\ai_035,158,22.57142857,22.57142857,14.36363636,1.571428571,2.428571429,1.571428571,0.363636364,0.571428571,1,0.428571429,1.428571429,0.909090909,3.714285714,2.363636364,0.0227272727273,0,0.214285714,0.69047619,0.142857143,0.166666667,0.0238095238095,0.0526315789474,0.105263158,0,0,0.333000004291534,0.0419999994337559,0.361999988555908,0.312000006437302,12.9870004653931,19.4810009002686,6.49399995803833,0,21.1089992523193,-5.388999939,AI
short\ai_036,159,22.71428571,22.71428571,13.25,1.714285714,2.571428571,1.714285714,0.416666667,0.714285714,1,0.428571429,1,0.583333333,3.428571429,2,0,0.0204081632653,0.208333333,0.375,0.416666667,0.4375,0.0208333333333,0.1,0.1,0.166999995708466,0.166999995708466,0.333000004291534,0.0719999969005585,0.293000012636185,0.305000007152557,70.0640029907227,50.9550018310547,19.1079998016357,1.41799998283386,18.6340007781982,3.38100004196167,AI
short\ai_037,160,22.85714286,20,16,1.428571429,1.875,1.25,0.2,0.25,1.142857143,0.25,0.875,0.7,2.875,2.3,0.177777778,0.0666666666667,0.227272727,0.477272727,0.295454545,0.227272727,0,0.0588235294118,0.0588235294118,0.5,0.666999995708466,0.833000004291534,0.0820000022649765,0.360000014305115,0.331999987363815,13.1579999923706,19.7369995117188,0,0,19.818000793457,3.31399989128113,AI
short\ai_038,160,22.85714286,22.85714286,16,1.428571429,2.571428571,1.428571429,0.3,0.428571429,1,0.428571429,1.285714286,0.9,2.571428571,1.8,0.0196078431373,0.078431373,0.14,0.32,0.28,0.28,0,0,0.047619048,1,1,1,0.133000001311302,0.412999987602234,0.32600000500679,19.2310009002686,12.8210000991821,12.8210000991821,3.08599996566772,18.3649997711182,3.8840000629425,AI
short\ai_039,165,23.57142857,23.57142857,13.75,1.714285714,2.285714286,1.714285714,0.333333333,0.571428571,1,0.428571429,1.428571429,0.833333333,3.857142857,2.25,0,0,0.244897959,0.428571429,0.346938776,0.265306122,0,0.105263158,0.263157895,0.333000004291534,0.5,0.5,0.068000003695488,0.254000008106232,0.291000008583069,18.181999206543,18.181999206543,24.242000579834,12.6949996948242,17.3439998626709,2.00399994850159,AI
short\ai_040,156,19.5,17.33333333,14.18181818,1.375,2,1.222222222,0.181818182,0.222222222,1.125,0.222222222,1.111111111,0.909090909,2.333333333,1.909090909,0.0357142857143,0.0357142857143,0.166666667,0.314814815,0.259259259,0.166666667,0.0185185185185,0,0.15,0.71399998664856,0.85699999332428,0.85699999332428,0.109999999403954,0.349000006914139,0.314999997615814,26.3159999847412,19.7369995117188,0,0,18.4529991149902,-0.240999997,AI
short\ai_041,147,24.5,24.5,11.30769231,2.166666667,3,2.166666667,0.461538462,1,1,0.666666667,1.5,0.692307692,3.833333333,1.769230769,0.0263157894737,0,0.27027027,0.513513514,0.243243243,0.189189189,0,0.047619048,0.333333333,0.400000005960464,0.400000005960464,0.600000023841858,0.0649999976158142,0.33500000834465,0.28099998831749,0,21.2770004272461,28.3689994812012,0,19.8540000915527,2.67000007629395,AI
short\ai_042,145,24.16666667,24.16666667,14.5,1.666666667,2.5,1.666666667,0.4,0.666666667,1,0.5,1,0.6,3.5,2.1,0.0238095238095,0,0.261904762,0.5,0.404761905,0.261904762,0,0,0.235294118,0,0,0.400000005960464,0.0140000004321337,0.27700001001358,0.263999998569489,6.99300003051758,6.99300003051758,13.9860000610352,0,20.3610000610352,0.025000000372529,AI
short\ai_043,143,23.83333333,28.6,20.42857143,1.166666667,3,1.4,0.285714286,0.4,0.833333333,0.4,2,1.428571429,3.8,2.714285714,0.0227272727273,0.0454545454545,0.186046512,0.395348837,0.279069767,0.279069767,0,0.0625,0.0625,0.600000023841858,0.600000023841858,0.600000023841858,0.0649999976158142,0.247999995946884,0.272000014781952,34.9650001525879,27.9720001220703,13.9860000610352,0,20.3610000610352,1.95500004291534,AI
short\ai_044,147,29.4,29.4,18.375,1.6,2.4,1.6,0.625,1,1,0.6,1.4,0.875,5.2,3.25,0.0487804878049,0.0243902439024,0.275,0.65,0.35,0.05,0.05,0.0833333333333,0.0833333333333,0.5,0.5,1,0.046000000089407,0.42399999499321,0.307000011205673,20.5480003356934,27.3969993591309,41.0960006713867,0,21.1800003051758,3.62700009346008,AI
short\ai_045,142,23.66666667,17.75,17.75,1.333333333,1.875,1,0.25,0.25,1.333333333,0.25,0.625,0.625,2.875,2.875,0.0212765957447,0.0212765957447,0.340425532,0.382978723,0.340425532,0.29787234,0.0212765957447,0,0.166666667,0.600000023841858,0.800000011920929,1,0.0649999976158142,0.45100000500679,0.363000005483627,35.2109985351563,28.1690006256104,0,0,19.6469993591309,4.56300020217896,AI
short\ai_046,154,25.66666667,25.66666667,19.25,1.333333333,2.166666667,1.333333333,0.25,0.333333333,1,0.333333333,1.5,1.125,3.833333333,2.875,0.0217391304348,0.0217391304348,0.195652174,0.565217391,0.413043478,0.195652174,0,0.0714285714286,0.0714285714286,0.200000002980232,0.200000002980232,0.600000023841858,0.0560000017285347,0.34799998998642,0.305000007152557,19.8680000305176,39.7350006103516,26.4899997711182,0,21.8840007781982,-0.917999983,AI
short\ai_047,154,22,22,14,1.571428571,2.142857143,1.571428571,0.363636364,0.571428571,1,0.428571429,1.142857143,0.727272727,3.714285714,2.363636364,0.0588235294118,0.0196078431373,0.24,0.34,0.38,0.28,0.02,0.0625,0.125,0.833000004291534,0.833000004291534,0.833000004291534,0.0869999974966049,0.347000002861023,0.331000000238419,39.4739990234375,46.0530014038086,6.5789999961853,0,19.1219997406006,7.57200002670288,AI
short\ai_048,142,23.66666667,23.66666667,17.75,1.333333333,2,1.333333333,0.25,0.333333333,1,0.333333333,1.333333333,1,3.166666667,2.375,0,0.0217391304348,0.288888889,0.555555556,0.333333333,0.177777778,0.0222222222222,0,0.0625,1,1,1,0.129999995231628,0.439000010490417,0.319999992847443,21.1270008087158,28.1690006256104,21.1270008087158,0,19.6469993591309,5.80900001525879,AI
short\ai_049,154,25.66666667,25.66666667,14,1.833333333,2.833333333,1.833333333,0.363636364,0.666666667,1,0.666666667,1,0.545454545,4.166666667,2.272727273,0.0444444444444,0.0222222222222,0.2,0.466666667,0.222222222,0.155555556,0.0222222222222,0,0.368421053,0.400000005960464,0.400000005960464,0.400000005960464,0.034000001847744,0.379999995231628,0.316000014543533,6.5789999961853,13.1579999923706,13.1579999923706,0,20.3799991607666,-7.058000088,AI
short\ai_050,153,25.5,25.5,15.3,1.666666667,2.666666667,1.666666667,0.4,0.666666667,1,0.666666667,1.333333333,0.8,5,3,0,0.0408163265306,0.244897959,0.510204082,0.306122449,0.12244898,0.0204081632653,0,0.05,0.200000002980232,0.400000005960464,0.600000023841858,0.0829999968409538,0.337999999523163,0.303999990224838,32.6800003051758,19.6079998016357,0,0,22.3560009002686,5.19799995422363,AI
short\ai_051,145,24.16666667,24.16666667,18.125,1.333333333,2.333333333,1.333333333,0.25,0.333333333,1,0.333333333,1.166666667,0.875,4.5,3.375,0.0425531914894,0.0851063829787,0.29787234,0.404255319,0.404255319,0.14893617,0.0212765957447,0.0555555555556,0.0555555555556,0.400000005960464,0.400000005960464,0.400000005960464,0.0270000007003546,0.368000000715256,0.287999987602234,27.5860004425049,27.5860004425049,6.89699983596802,0.24600000679493,19.2290000915527,-0.48300001,AI
short\ai_052,151,25.16666667,25.16666667,18.875,1.333333333,2,1.333333333,0.25,0.333333333,1,0.333333333,1.666666667,1.25,3.666666667,2.75,0.0204081632653,0.0204081632653,0.183673469,0.489795918,0.448979592,0.244897959,0,0,0.0588235294118,0.200000002980232,0.200000002980232,0.400000005960464,0.0480000004172325,0.377000004053116,0.301999986171722,26.8460006713867,20.1340007781982,6.71099996566772,0,19.511999130249,1.26499998569489,AI
short\ai_053,133,22.16666667,22.16666667,19,1.166666667,2.333333333,1.166666667,0.142857143,0.166666667,1,0.166666667,1,0.857142857,3.666666667,3.142857143,0.0444444444444,0.0222222222222,0.177777778,0.488888889,0.244444444,0.244444444,0,0,0.117647059,0.800000011920929,0.800000011920929,0.800000011920929,0.0780000016093254,0.354000002145767,0.321000009775162,22.7269992828369,30.3029995,0,0,21.2390003204346,2.43799996376038,AI
short\ai_054,143,23.83333333,23.83333333,20.42857143,1.166666667,2.166666667,1.166666667,0.142857143,0.166666667,1,0.166666667,1.666666667,1.428571429,3.166666667,2.714285714,0.025641026,0.0769230769231,0.256410256,0.615384615,0.256410256,0.307692308,0,0.0526315789474,0.0526315789474,0,0.200000002980232,0.400000005960464,0.017000000923872,0.300000011920929,0.287999987602234,21.5830001831055,43.1650009155273,14.3879995346069,0,19.5939998626709,-3.065000057,AI
short\ai_055,139,23.16666667,23.16666667,19.85714286,1.166666667,2.166666667,1.166666667,0.142857143,0.166666667,1,0.166666667,1.166666667,1,4.166666667,3.571428571,0.0217391304348,0,0.282608696,0.391304348,0.413043478,0.108695652,0,0,0.0666666666667,0.400000005960464,0.400000005960464,0.600000023841858,0.0549999997019768,0.377000004053116,0.284000009298325,14.706000328064,7.35300016403198,7.35300016403198,0,20.1420001983643,-0.523999989,AI
short\ai_056,133,22.16666667,22.16666667,14.77777778,1.5,2.166666667,1.5,0.333333333,0.5,1,0.333333333,1.166666667,0.777777778,3.166666667,2.111111111,0.0238095238095,0.0714285714286,0.285714286,0.380952381,0.166666667,0.285714286,0.0238095238095,0,0,0.600000023841858,0.600000023841858,0.800000011920929,0.0979999974370003,0.472000002861023,0.337000012397766,30.0750007629395,22.5559997558594,0,0,20.113000869751,0.790000021457672,AI
short\ai_057,156,22.28571429,22.28571429,14.18181818,1.571428571,2.142857143,1.571428571,0.454545455,0.714285714,1,0.571428571,1.285714286,0.818181818,3,1.909090909,0.0851063829787,0.0212765957447,0.255319149,0.446808511,0.234042553,0.255319149,0,0.105263158,0.105263158,0.833000004291534,0.833000004291534,0.833000004291534,0.0869999974966049,0.425000011920929,0.342999994754791,26.3159999847412,32.8950004577637,13.1579999923706,5.61199998855591,17.871000289917,4.61700010299683,AI
short\ai_058,148,21.14285714,21.14285714,14.8,1.428571429,2.428571429,1.428571429,0.3,0.428571429,1,0.428571429,1.142857143,0.8,3.285714286,2.3,0.0425531914894,0.0212765957447,0.276595745,0.361702128,0.212765957,0.382978723,0.0212765957447,0,0.3,0.666999995708466,0.666999995708466,0.666999995708466,0.0810000002384186,0.284999996423721,0.287999987602234,27.2110004425049,20.4080009460449,20.4080009460449,1.93799996376038,18.2059993743896,3.19300007820129,AI
short\ai_059,146,24.33333333,24.33333333,14.6,1.666666667,2.5,1.666666667,0.4,0.666666667,1,0.666666667,1.333333333,0.8,3.166666667,1.9,0,0,0.29787234,0.404255319,0.319148936,0.255319149,0.0212765957447,0,0.214285714,0.400000005960464,0.400000005960464,0.400000005960464,0.0260000005364418,0.277999997138977,0.264999985694885,27.3969993591309,34.2470016479492,20.5480003356934,0.162000000476837,19.2819995880127,0.409999996423721,AI
short\ai_060,154,25.66666667,25.66666667,14,1.833333333,2.833333333,1.833333333,0.454545455,0.833333333,1,0.5,1.666666667,0.909090909,4,2.181818182,0.02,0.08,0.1875,0.458333333,0.375,0.145833333,0,0,0.210526316,0.200000002980232,0.200000002980232,1,0.0309999994933605,0.331000000238419,0.296999990940094,19.7369995117188,46.0530014038086,19.7369995117188,0,20.9220008850098,-6.619999886,AI
short\ai_061,150,21.42857143,21.42857143,16.66666667,1.285714286,2,1.285714286,0.222222222,0.285714286,1,0.285714286,1.571428571,1.222222222,3.571428571,2.777777778,0,0.0212765957447,0.222222222,0.6,0.377777778,0.0888888888889,0,0.0625,0,0,0.166999995708466,0.333000004291534,0,0.405000001192093,0.342999994754791,26.8460006713867,33.556999206543,13.4230003356934,0,20.5830001831055,-2.165999889,AI
short\ai_062,146,20.85714286,20.85714286,18.25,1.142857143,1.571428571,1.142857143,0.125,0.142857143,1,0.142857143,1.142857143,1,3.857142857,3.375,0,0.0217391304348,0.25,0.681818182,0.386363636,0.136363636,0,0.0714285714286,0,0.166999995708466,0.166999995708466,0.166999995708466,0.0109999999403954,0.28600001335144,0.28099998831749,6.89699983596802,13.7930002212524,13.7930002212524,0,20.7259998321533,-1.501000047,AI
