filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C,nwords,poss_all_nominal_deps_struct,vmod_all_nominal_deps_struct,det_all_nominal_deps_NN_struct,amod_all_nominal_deps_NN_struct,prep_all_nominal_deps_NN_struct,nn_all_nominal_deps_NN_struct,rcmod_all_nominal_deps_NN_struct,nwords,advcl_per_cl,ccomp_per_cl,CRFNO1,CRFAO1,CRFSO1,CRFCWO1,LSASS1,LSAGN,CNCCaus,CNCLogic,CNCTemp,RDFRE,RDFKGL,RDL2
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_011,141,23.5,23.5,20.1428571429,1.16666666667,2.0,1.16666666667,0.285714285714,0.333333333333,1.0,0.333333333333,1.16666666667,1.0,4.33333333333,3.71428571429,141,0.0,0.0222222222222,0.272727273,0.431818182,0.409090909,0.136363636,0.0,141,0.0,0.0769230769231,0.0,0.0,0.600000023841858,0.0659999996423721,0.252999991178513,0.256000012159348,28.7770004272461,21.5830001831055,21.5830001831055,0.0,19.5939998626709,-3.203999996
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_012,142,23.6666666667,23.6666666667,20.2857142857,1.16666666667,1.83333333333,1.16666666667,0.142857142857,0.166666666667,1.0,0.166666666667,1.16666666667,1.0,3.83333333333,3.28571428571,142,0.0,0.0666666666667,0.266666667,0.488888889,0.333333333,0.244444444,0.0,142,0.0,0.0666666666667,0.400000005960464,0.400000005960464,0.600000023841858,0.0759999975562096,0.400999993085861,0.316000014543533,14.085000038147,14.085000038147,0.0,0.0,19.7299995422363,2.17799997329712
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_013,169,24.1428571429,24.1428571429,21.125,1.14285714286,2.0,1.14285714286,0.125,0.142857142857,1.0,0.142857142857,1.57142857143,1.375,2.42857142857,2.125,169,0.0892857142857,0.0357142857143,0.145454545,0.363636364,0.418181818,0.327272727,0.0,169,0.0,0.1875,0.833000004291534,0.833000004291534,0.833000004291534,0.0710000023245811,0.25,0.27700001001358,24.0960006713867,30.1200008392334,24.0960006713867,0.0,20.1730003356934,1.05099999904633
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_014,155,25.8333333333,22.1428571429,15.5,1.66666666667,2.14285714286,1.42857142857,0.3,0.428571428571,1.16666666667,0.428571428571,1.42857142857,1.0,3.42857142857,2.4,155,0.0212765957447,0.0212765957447,0.217391304,0.565217391,0.304347826,0.239130435,0.0434782608696,155,0.0,0.0625,0.600000023841858,0.600000023841858,0.600000023841858,0.034000001847744,0.268999993801117,0.266999989748001,13.0719995498657,19.6079998016357,6.53599977493286,0.0,20.503999710083,0.931999981403351
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_015,114,22.8,22.8,11.4,2.0,3.4,2.0,0.5,1.0,1.0,0.8,1.6,0.8,3.2,1.6,114,0.0,0.0277777777778,0.2,0.371428571,0.171428571,0.2,0.0,114,0.0,0.421052632,0.75,0.75,0.75,0.0949999988079071,0.328000009059906,0.25900000333786,26.3159999847412,26.3159999847412,8.77200031280518,0.0,21.5629997253418,2.62599992752075
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_016,137,34.25,45.6666666667,19.5714285714,1.75,4.33333333333,2.33333333333,0.428571428571,1.0,0.75,1.0,1.66666666667,0.714285714286,7.33333333333,3.14285714286,137,0.0487804878049,0.0731707317073,0.195121951,0.43902439,0.243902439,0.317073171,0.0243902439024,137,0.0,0.176470588,0.333000004291534,0.333000004291534,0.666999995708466,0.0140000004321337,0.300000011920929,0.24600000679493,29.6299991607666,14.8149995803833,7.40700006484985,0.0,23.3560009002686,-4.860000134
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_017,124,24.8,24.8,12.4,2.0,2.4,2.0,0.4,0.8,1.0,0.8,2.2,1.1,4.0,2.0,124,0.05,0.05,0.256410256,0.538461538,0.333333333,0.102564103,0.0769230769231,124,0.0,0.2,1.0,1.0,1.0,0.0850000008940697,0.25,0.254999995231628,16.2600002288818,16.2600002288818,0.0,0.0,22.2059993743896,3.07699990272522
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_018,113,22.6,18.8333333333,16.1428571429,1.4,2.33333333333,1.16666666667,0.285714285714,0.333333333333,1.2,0.333333333333,1.16666666667,1.0,2.83333333333,2.42857142857,113,0.0,0.0512820512821,0.210526316,0.421052632,0.289473684,0.131578947,0.0,113,0.0666666666667,0.0666666666667,0.0,0.0,0.25,0.0189999993890524,0.331999987363815,0.259999990463257,45.4550018310547,18.181999206543,0.0,0.0,22.7019996643066,2.57699990272522
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_019,134,26.8,26.8,14.8888888889,1.8,2.6,1.8,0.444444444444,0.8,1.0,0.6,1.8,1.0,3.8,2.11111111111,134,0.0227272727273,0.0,0.181818182,0.431818182,0.386363636,0.25,0.0454545454545,134,0.0,0.153846154,1.0,1.0,1.0,0.125,0.418000012636185,0.312999993562698,22.9009990692139,30.5340003967285,15.2670001983643,0.0,21.5559997558594,5.13899993896484
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_020,126,25.2,21.0,14.0,1.8,2.16666666667,1.5,0.444444444444,0.666666666667,1.2,0.666666666667,1.33333333333,0.888888888889,3.16666666667,2.11111111111,126,0.0,0.0285714285714,0.382352941,0.5,0.235294118,0.117647059,0.0294117647059,126,0.0,0.214285714,0.0,0.5,0.5,0.0260000005364418,0.337999999523163,0.259999990463257,32.257999420166,32.257999420166,0.0,0.0,22.1539993286133,0.293000012636185
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_021,127,25.4,25.4,15.875,1.6,3.8,1.6,0.375,0.6,1.0,0.6,1.2,0.75,3.4,2.125,127,0.0,0.0,0.205128205,0.461538462,0.230769231,0.102564103,0.0,127,0.0,0.315789474,0.333000004291534,0.333000004291534,1.0,0.0439999997615814,0.319999992847443,0.250999987125397,32.257999420166,8.0649995803833,0.0,0.0,24.0060005187988,-2.940999985
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_022,157,26.1666666667,26.1666666667,15.7,1.66666666667,2.5,1.66666666667,0.5,0.833333333333,1.0,0.5,1.33333333333,0.8,5.0,3.0,157,0.0384615384615,0.0,0.28,0.42,0.4,0.02,0.06,157,0.0,0.266666667,0.600000023841858,0.600000023841858,0.600000023841858,0.112000003457069,0.388000011444092,0.317999988794327,25.8059997558594,12.9029998779297,6.4520001411438,0.0,21.0580005645752,2.01300001144409
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_023,123,24.6,20.5,13.6666666667,1.8,2.16666666667,1.5,0.333333333333,0.5,1.2,0.333333333333,0.5,0.333333333333,3.16666666667,2.11111111111,123,0.0277777777778,0.0,0.305555556,0.555555556,0.305555556,0.0833333333333,0.0833333333333,123,0.0,0.0,0.25,0.25,0.25,0.0350000001490116,0.256000012159348,0.248999997973442,16.2600002288818,32.5200004577637,0.0,0.0,22.5009994506836,-3.427999973
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_024,134,22.3333333333,26.8,14.8888888889,1.5,2.8,1.8,0.444444444444,0.8,0.833333333333,0.4,1.4,0.777777777778,4.6,2.55555555556,134,0.0666666666667,0.0222222222222,0.186046512,0.534883721,0.279069767,0.046511628,0.0697674418605,134,0.0,0.1,0.800000011920929,0.800000011920929,1.0,0.0670000016689301,0.435999989509583,0.314999997615814,29.8509998321533,29.8509998321533,29.8509998321533,0.0,20.3309993743896,-0.600000024
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_025,131,18.7142857143,16.375,11.9090909091,1.57142857143,1.75,1.375,0.272727272727,0.375,1.14285714286,0.25,0.875,0.636363636364,2.5,1.81818181818,131,0.0454545454545,0.0681818181818,0.209302326,0.395348837,0.23255814,0.23255814,0.0232558139535,131,0.0,0.0526315789474,0.166999995708466,0.333000004291534,0.5,0.0799999982118607,0.208000004291534,0.236000001430511,23.2560005187988,31.007999420166,7.7519998550415,0.0,18.5839996337891,2.52900004386902
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_026,133,22.1666666667,22.1666666667,12.0909090909,1.83333333333,3.0,1.83333333333,0.454545454545,0.833333333333,1.0,0.666666666667,1.0,0.545454545455,3.16666666667,1.72727272727,133,0.0,0.0,0.238095238,0.404761905,0.238095238,0.0714285714286,0.0,133,0.0,0.157894737,0.200000002980232,0.200000002980232,0.400000005960464,0.017000000923872,0.377000004053116,0.300000011920929,15.2670001983643,15.2670001983643,7.63399982452393,0.0,19.4039993286133,-0.078000002
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_027,139,27.8,27.8,12.6363636364,2.2,3.8,2.2,0.545454545455,1.2,1.0,1.0,1.8,0.818181818182,4.6,2.09090909091,139,0.0,0.0243902439024,0.25,0.45,0.275,0.05,0.0,139,0.0526315789474,0.315789474,0.5,0.5,0.5,0.0780000016093254,0.395000010728836,0.291000008583069,0.0,14.5989999771118,14.5989999771118,0.0,22.1420001983643,2.52699995040894
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_028,138,23.0,23.0,15.3333333333,1.5,2.5,1.5,0.333333333333,0.5,1.0,0.5,1.5,1.0,3.16666666667,2.11111111111,138,0.046511628,0.0232558139535,0.142857143,0.380952381,0.261904762,0.214285714,0.0,138,0.0666666666667,0.0666666666667,0.600000023841858,0.600000023841858,0.800000011920929,0.0860000029206276,0.38400000333786,0.289000004529953,7.40700006484985,22.2220001220703,14.8149995803833,0.0,20.2779998779297,4.80600023269653
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_029,128,25.6,25.6,14.2222222222,1.8,3.6,1.8,0.444444444444,0.8,1.0,0.8,1.6,0.888888888889,3.0,1.66666666667,128,0.0263157894737,0.0526315789474,0.210526316,0.421052632,0.0526315789474,0.263157895,0.0526315789474,128,0.0,0.166666667,0.75,0.75,0.75,0.0390000008046627,0.282000005245209,0.250999987125397,15.7480001449585,7.87400007247925,7.87400007247925,0.0,20.4290008544922,2.02600002288818
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_030,140,23.3333333333,23.3333333333,11.6666666667,2.0,2.66666666667,2.0,0.416666666667,0.833333333333,1.0,0.666666666667,0.833333333333,0.416666666667,3.16666666667,1.58333333333,140,0.0487804878049,0.0487804878049,0.292682927,0.43902439,0.12195122,0.243902439,0.0731707317073,140,0.0,0.125,0.400000005960464,0.600000023841858,0.800000011920929,0.0419999994337559,0.277999997138977,0.272000014781952,14.4930000305176,14.4930000305176,7.24599981307983,0.0,19.4580001831055,3.10899996757507
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_031,157,22.4285714286,22.4285714286,19.625,1.14285714286,2.14285714286,1.14285714286,0.125,0.142857142857,1.0,0.142857142857,1.57142857143,1.375,3.57142857143,3.125,157,0.0625,0.0625,0.270833333,0.416666667,0.291666667,0.166666667,0.0,157,0.0,0.1,0.333000004291534,0.333000004291534,0.666999995708466,0.0529999993741512,0.42399999499321,0.328000009059906,38.9609985351563,32.4679985046387,6.49399995803833,4.89900016784668,18.0410003662109,-1.789999962
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_032,155,22.1428571429,22.1428571429,14.0909090909,1.57142857143,2.71428571429,1.57142857143,0.363636363636,0.571428571429,1.0,0.571428571429,2.14285714286,1.36363636364,2.71428571429,1.72727272727,155,0.0204081632653,0.0408163265306,0.183673469,0.326530612,0.346938776,0.244897959,0.0,155,0.047619048,0.0952380952381,0.833000004291534,0.833000004291534,0.833000004291534,0.0670000016689301,0.308999985456467,0.25900000333786,12.8210000991821,25.6410007476807,6.40999984741211,0.0,19.6520004272461,-3.180999994
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_033,165,23.5714285714,23.5714285714,20.625,1.14285714286,2.0,1.14285714286,0.125,0.142857142857,1.0,0.142857142857,1.14285714286,1.0,4.42857142857,3.875,165,0.0909090909091,0.0454545454545,0.204545455,0.522727273,0.295454545,0.227272727,0.0227272727273,165,0.0526315789474,0.105263158,0.5,0.5,0.666999995708466,0.0549999997019768,0.310999989509583,0.282999992370605,17.7509994506836,29.5860004425049,5.91699981689453,5.09299993515015,18.5470008850098,0.739000022411346
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_034,152,21.7142857143,21.7142857143,12.6666666667,1.71428571429,2.14285714286,1.71428571429,0.416666666667,0.714285714286,1.0,0.571428571429,1.57142857143,0.916666666667,3.28571428571,1.91666666667,152,0.0,0.0204081632653,0.229166667,0.479166667,0.333333333,0.229166667,0.0416666666667,152,0.0,0.2,0.166999995708466,0.5,0.5,0.0410000011324883,0.345999985933304,0.32600000500679,13.3330001831055,13.3330001831055,6.66699981689453,0.0,21.7129993438721,-6.343999863
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_035,158,22.5714285714,22.5714285714,14.3636363636,1.57142857143,2.42857142857,1.57142857143,0.363636363636,0.571428571429,1.0,0.428571428571,1.42857142857,0.909090909091,3.71428571429,2.36363636364,158,0.0227272727273,0.0,0.214285714,0.69047619,0.142857143,0.166666667,0.0238095238095,158,0.0526315789474,0.105263158,0.0,0.0,0.333000004291534,0.0419999994337559,0.361999988555908,0.312000006437302,12.9870004653931,19.4810009002686,6.49399995803833,0.0,21.1089992523193,-5.388999939
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_036,159,22.7142857143,22.7142857143,13.25,1.71428571429,2.57142857143,1.71428571429,0.416666666667,0.714285714286,1.0,0.428571428571,1.0,0.583333333333,3.42857142857,2.0,159,0.0,0.0204081632653,0.208333333,0.375,0.416666667,0.4375,0.0208333333333,159,0.1,0.1,0.166999995708466,0.166999995708466,0.333000004291534,0.0719999969005585,0.293000012636185,0.305000007152557,70.0640029907227,50.9550018310547,19.1079998016357,1.41799998283386,18.6340007781982,3.38100004196167
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_037,160,22.8571428571,20.0,16.0,1.42857142857,1.875,1.25,0.2,0.25,1.14285714286,0.25,0.875,0.7,2.875,2.3,160,0.177777778,0.0666666666667,0.227272727,0.477272727,0.295454545,0.227272727,0.0,160,0.0588235294118,0.0588235294118,0.5,0.666999995708466,0.833000004291534,0.0820000022649765,0.360000014305115,0.331999987363815,13.1579999923706,19.7369995117188,0.0,0.0,19.818000793457,3.31399989128113
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_038,160,22.8571428571,22.8571428571,16.0,1.42857142857,2.57142857143,1.42857142857,0.3,0.428571428571,1.0,0.428571428571,1.28571428571,0.9,2.57142857143,1.8,160,0.0196078431373,0.078431373,0.14,0.32,0.28,0.28,0.0,160,0.0,0.047619048,1.0,1.0,1.0,0.133000001311302,0.412999987602234,0.32600000500679,19.2310009002686,12.8210000991821,12.8210000991821,3.08599996566772,18.3649997711182,3.8840000629425
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_039,165,23.5714285714,23.5714285714,13.75,1.71428571429,2.28571428571,1.71428571429,0.333333333333,0.571428571429,1.0,0.428571428571,1.42857142857,0.833333333333,3.85714285714,2.25,165,0.0,0.0,0.244897959,0.428571429,0.346938776,0.265306122,0.0,165,0.105263158,0.263157895,0.333000004291534,0.5,0.5,0.068000003695488,0.254000008106232,0.291000008583069,18.181999206543,18.181999206543,24.242000579834,12.6949996948242,17.3439998626709,2.00399994850159
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_040,156,19.5,17.3333333333,14.1818181818,1.375,2.0,1.22222222222,0.181818181818,0.222222222222,1.125,0.222222222222,1.11111111111,0.909090909091,2.33333333333,1.90909090909,156,0.0357142857143,0.0357142857143,0.166666667,0.314814815,0.259259259,0.166666667,0.0185185185185,156,0.0,0.15,0.71399998664856,0.85699999332428,0.85699999332428,0.109999999403954,0.349000006914139,0.314999997615814,26.3159999847412,19.7369995117188,0.0,0.0,18.4529991149902,-0.240999997
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_041,147,24.5,24.5,11.3076923077,2.16666666667,3.0,2.16666666667,0.461538461538,1.0,1.0,0.666666666667,1.5,0.692307692308,3.83333333333,1.76923076923,147,0.0263157894737,0.0,0.27027027,0.513513514,0.243243243,0.189189189,0.0,147,0.047619048,0.333333333,0.400000005960464,0.400000005960464,0.600000023841858,0.0649999976158142,0.33500000834465,0.28099998831749,0.0,21.2770004272461,28.3689994812012,0.0,19.8540000915527,2.67000007629395
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_042,145,24.1666666667,24.1666666667,14.5,1.66666666667,2.5,1.66666666667,0.4,0.666666666667,1.0,0.5,1.0,0.6,3.5,2.1,145,0.0238095238095,0.0,0.261904762,0.5,0.404761905,0.261904762,0.0,145,0.0,0.235294118,0.0,0.0,0.400000005960464,0.0140000004321337,0.27700001001358,0.263999998569489,6.99300003051758,6.99300003051758,13.9860000610352,0.0,20.3610000610352,0.025000000372529
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_043,143,23.8333333333,28.6,20.4285714286,1.16666666667,3.0,1.4,0.285714285714,0.4,0.833333333333,0.4,2.0,1.42857142857,3.8,2.71428571429,143,0.0227272727273,0.0454545454545,0.186046512,0.395348837,0.279069767,0.279069767,0.0,143,0.0625,0.0625,0.600000023841858,0.600000023841858,0.600000023841858,0.0649999976158142,0.247999995946884,0.272000014781952,34.9650001525879,27.9720001220703,13.9860000610352,0.0,20.3610000610352,1.95500004291534
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_044,147,29.4,29.4,18.375,1.6,2.4,1.6,0.625,1.0,1.0,0.6,1.4,0.875,5.2,3.25,147,0.0487804878049,0.0243902439024,0.275,0.65,0.35,0.05,0.05,147,0.0833333333333,0.0833333333333,0.5,0.5,1.0,0.046000000089407,0.42399999499321,0.307000011205673,20.5480003356934,27.3969993591309,41.0960006713867,0.0,21.1800003051758,3.62700009346008
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_045,142,23.6666666667,17.75,17.75,1.33333333333,1.875,1.0,0.25,0.25,1.33333333333,0.25,0.625,0.625,2.875,2.875,142,0.0212765957447,0.0212765957447,0.340425532,0.382978723,0.340425532,0.29787234,0.0212765957447,142,0.0,0.166666667,0.600000023841858,0.800000011920929,1.0,0.0649999976158142,0.45100000500679,0.363000005483627,35.2109985351563,28.1690006256104,0.0,0.0,19.6469993591309,4.56300020217896
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_046,154,25.6666666667,25.6666666667,19.25,1.33333333333,2.16666666667,1.33333333333,0.25,0.333333333333,1.0,0.333333333333,1.5,1.125,3.83333333333,2.875,154,0.0217391304348,0.0217391304348,0.195652174,0.565217391,0.413043478,0.195652174,0.0,154,0.0714285714286,0.0714285714286,0.200000002980232,0.200000002980232,0.600000023841858,0.0560000017285347,0.34799998998642,0.305000007152557,19.8680000305176,39.7350006103516,26.4899997711182,0.0,21.8840007781982,-0.917999983
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_047,154,22.0,22.0,14.0,1.57142857143,2.14285714286,1.57142857143,0.363636363636,0.571428571429,1.0,0.428571428571,1.14285714286,0.727272727273,3.71428571429,2.36363636364,154,0.0588235294118,0.0196078431373,0.24,0.34,0.38,0.28,0.02,154,0.0625,0.125,0.833000004291534,0.833000004291534,0.833000004291534,0.0869999974966049,0.347000002861023,0.331000000238419,39.4739990234375,46.0530014038086,6.5789999961853,0.0,19.1219997406006,7.57200002670288
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_048,142,23.6666666667,23.6666666667,17.75,1.33333333333,2.0,1.33333333333,0.25,0.333333333333,1.0,0.333333333333,1.33333333333,1.0,3.16666666667,2.375,142,0.0,0.0217391304348,0.288888889,0.555555556,0.333333333,0.177777778,0.0222222222222,142,0.0,0.0625,1.0,1.0,1.0,0.129999995231628,0.439000010490417,0.319999992847443,21.1270008087158,28.1690006256104,21.1270008087158,0.0,19.6469993591309,5.80900001525879
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_049,154,25.6666666667,25.6666666667,14.0,1.83333333333,2.83333333333,1.83333333333,0.363636363636,0.666666666667,1.0,0.666666666667,1.0,0.545454545455,4.16666666667,2.27272727273,154,0.0444444444444,0.0222222222222,0.2,0.466666667,0.222222222,0.155555556,0.0222222222222,154,0.0,0.368421053,0.400000005960464,0.400000005960464,0.400000005960464,0.034000001847744,0.379999995231628,0.316000014543533,6.5789999961853,13.1579999923706,13.1579999923706,0.0,20.3799991607666,-7.058000088
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_050,153,25.5,25.5,15.3,1.66666666667,2.66666666667,1.66666666667,0.4,0.666666666667,1.0,0.666666666667,1.33333333333,0.8,5.0,3.0,153,0.0,0.0408163265306,0.244897959,0.510204082,0.306122449,0.12244898,0.0204081632653,153,0.0,0.05,0.200000002980232,0.400000005960464,0.600000023841858,0.0829999968409538,0.337999999523163,0.303999990224838,32.6800003051758,19.6079998016357,0.0,0.0,22.3560009002686,5.19799995422363
\\mac\home\desktop\语料处理+代码\taassc_input_ai_short\ai_051,145,24.1666666667,24.1666666667,18.125,1.33333333333,2.33333333333,1.33333333333,0.25,0.333333333333,1.0,0.333333333333,1.16666666667,0.875,4.5,3.375,145,0.0425531914894,0.0851063829787,0.29787234,0.404255319,0.404255319,0.14893617,0.0212765957447,145,0.0555555555556,0.0555555555556,0.400000005960464,0.400000005960464,0.400000005960464,0.0270000007003546,0.368000000715256,0.287999987602234,27.5860004425049,27.5860004425049,6.89699983596802,0.24600000679493,19.2290000915527,-0.48300001
