filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_072.txt,213,42.6,30.42857143,19.36363636,2.2,1.571428571,1.571428571,0.363636364,0.571428571,1.4,0.571428571,1.714285714,1.090909091,5.142857143,3.272727273
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_073.txt,196,28,28,15.07692308,1.857142857,2.285714286,1.857142857,0.461538462,0.857142857,1,0.285714286,1.142857143,0.615384615,3.857142857,2.076923077
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_074.txt,189,23.625,23.625,14.53846154,1.625,3.25,1.625,0.307692308,0.5,1,0.375,0.375,0.230769231,4.25,2.615384615
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_075.txt,205,29.28571429,34.16666667,18.63636364,1.571428571,3.166666667,1.833333333,0.454545455,0.833333333,0.857142857,0.666666667,2,1.090909091,6,3.272727273
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_076.txt,204,20.4,20.4,15.69230769,1.3,2,1.3,0.230769231,0.3,1,0.3,0.2,0.153846154,3.3,2.538461538
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_077.txt,168,33.6,24,21,1.6,1.285714286,1.142857143,0.125,0.142857143,1.4,0.142857143,1.142857143,1,4.571428571,4
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_078.txt,211,30.14285714,30.14285714,16.23076923,1.857142857,3.857142857,1.857142857,0.461538462,0.857142857,1,0.571428571,0.857142857,0.461538462,4.714285714,2.538461538
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_079.txt,161,26.83333333,26.83333333,17.88888889,1.5,2.166666667,1.5,0.333333333,0.5,1,0.5,1,0.666666667,4.5,3
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_080.txt,177,25.28571429,25.28571429,17.7,1.428571429,2.285714286,1.428571429,0.3,0.428571429,1,0.428571429,0.857142857,0.6,4.571428571,3.2
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_081.txt,184,36.8,36.8,18.4,2,3.8,2,0.5,1,1,0.4,1.2,0.6,5,2.5
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_082.txt,187,31.16666667,31.16666667,13.35714286,2.333333333,4,2.333333333,0.571428571,1.333333333,1,0.833333333,0.5,0.214285714,3.666666667,1.571428571
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_083.txt,194,27.71428571,24.25,12.93333333,2.142857143,3.25,1.875,0.533333333,1,1.142857143,0.625,0.5,0.266666667,3.375,1.8
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_084.txt,188,31.33333333,31.33333333,12.53333333,2.5,3.333333333,2.5,0.466666667,1.166666667,1,0.666666667,1.666666667,0.666666667,5.833333333,2.333333333
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_085.txt,196,24.5,21.77777778,13.06666667,1.875,2.111111111,1.666666667,0.4,0.666666667,1.125,0.444444444,1,0.6,3.555555556,2.133333333
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_086.txt,204,25.5,18.54545455,11.33333333,2.25,1.909090909,1.636363636,0.388888889,0.636363636,1.375,0.636363636,0.636363636,0.388888889,2.727272727,1.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_087.txt,200,22.22222222,22.22222222,14.28571429,1.555555556,2,1.555555556,0.357142857,0.555555556,1,0.444444444,1.888888889,1.214285714,3.777777778,2.428571429
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_088.txt,195,39,39,27.85714286,1.4,4.4,1.4,0.285714286,0.4,1,0.4,2.2,1.571428571,3.6,2.571428571
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_089.txt,197,49.25,49.25,21.88888889,2.25,5.25,2.25,0.555555556,1.25,1,0.75,2.25,1,7.5,3.333333333
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_090.txt,168,28,24,16.8,1.666666667,2.285714286,1.428571429,0.4,0.571428571,1.166666667,0.428571429,0.428571429,0.3,4.428571429,3.1
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_091.txt,239,29.875,29.875,21.72727273,1.375,3,1.375,0.363636364,0.5,1,0.375,1.125,0.818181818,4.375,3.181818182
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_092.txt,200,28.57142857,28.57142857,22.22222222,1.285714286,2.285714286,1.285714286,0.222222222,0.285714286,1,0.285714286,1,0.777777778,5,3.888888889
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_093.txt,195,32.5,32.5,13,2.5,5.166666667,2.5,0.333333333,0.833333333,1,0.5,1.666666667,0.666666667,4.166666667,1.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_094.txt,127,25.4,25.4,15.875,1.6,2.8,1.6,0.375,0.6,1,0.4,0.8,0.5,4.8,3
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_095.txt,171,21.375,19,12.21428571,1.75,2.222222222,1.555555556,0.285714286,0.444444444,1.125,0.333333333,0.666666667,0.428571429,2.555555556,1.642857143
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_096.txt,206,29.42857143,25.75,18.72727273,1.571428571,2.75,1.375,0.272727273,0.375,1.142857143,0.375,0.75,0.545454545,5.25,3.818181818
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_097.txt,185,20.55555556,20.55555556,12.33333333,1.666666667,2.555555556,1.666666667,0.466666667,0.777777778,1,0.555555556,0.666666667,0.4,2.777777778,1.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_098.txt,159,31.8,26.5,15.9,2,2.5,1.666666667,0.4,0.666666667,1.2,0.666666667,1.333333333,0.8,4.5,2.7
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_099.txt,178,19.77777778,22.25,17.8,1.111111111,1.5,1.25,0.2,0.25,0.888888889,0.25,0.75,0.6,3.875,3.1
C:\Users\MAC\AppData\Local\Temp\_MEI4282\sca_parsed_files\abs_100.txt,137,27.4,34.25,19.57142857,1.4,2.5,1.75,0.428571429,0.75,0.8,0.5,1.5,0.857142857,5.25,3
