filename,nwords,advcl_per_cl,ccomp_per_cl
AI_104.txt,111,0.0714285714286,0.214285714
AI_105.txt,121,0.0555555555556,0.0555555555556
AI_106.txt,102,0.0625,0
AI_107.txt,89,0.1,0
AI_108.txt,137,0.176470588,0
AI_109.txt,90,0,0
AI_110.txt,199,0.0625,0.0625
AI_111.txt,113,0,0.133333333
AI_112.txt,148,0.0588235294118,0.117647059
AI_113.txt,92,0,0.153846154
AI_114.txt,128,0.117647059,0.117647059
AI_115.txt,107,0,0.333333333
AI_116.txt,158,0,0
AI_117.txt,161,0,0.173913043
AI_118.txt,153,0,0.142857143
AI_119.txt,144,0,0.315789474
AI_120.txt,100,0,0.214285714
AI_121.txt,162,0.0526315789474,0.0526315789474
AI_122.txt,151,0,0
AI_123.txt,144,0,0.222222222
AI_124.txt,91,0,0
AI_125.txt,98,0.0714285714286,0.0714285714286
AI_126.txt,161,0,0.277777778
AI_127.txt,112,0,0.2
AI_128.txt,134,0.0769230769231,0.153846154
AI_129.txt,103,0,0.142857143
AI_130.txt,109,0,0.1
AI_131.txt,120,0,0.2
AI_132.txt,110,0.0714285714286,0.214285714
AI_133.txt,193,0.0588235294118,0.176470588
AI_134.txt,153,0,0.2
AI_135.txt,119,0,0.0666666666667
AI_136.txt,132,0,0.0588235294118
AI_137.txt,150,0,0.0555555555556
AI_138.txt,133,0,0.105263158
AI_139.txt,109,0.222222222,0
AI_140.txt,162,0.117647059,0.117647059
AI_141.txt,157,0.0714285714286,0.142857143
AI_142.txt,140,0,0.0833333333333
AI_143.txt,165,0.047619048,0.0952380952381
AI_144.txt,140,0.0625,0.3125
AI_145.txt,137,0.133333333,0.133333333
AI_146.txt,232,0,0.16
AI_147.txt,188,0,0.142857143
AI_148.txt,182,0.0952380952381,0.19047619
AI_149.txt,185,0.0454545454545,0.0909090909091
AI_150.txt,168,0,0.15
