filename,nwords,poss_all_nominal_deps_struct,vmod_all_nominal_deps_struct,det_all_nominal_deps_NN_struct,amod_all_nominal_deps_NN_struct,prep_all_nominal_deps_NN_struct,nn_all_nominal_deps_NN_struct,rcmod_all_nominal_deps_NN_struct
AI_028.txt,138,0.046511628,0.0232558139535,0.142857143,0.380952381,0.261904762,0.214285714,0
AI_029.txt,128,0.0263157894737,0.0526315789474,0.210526316,0.421052632,0.0526315789474,0.263157895,0.0526315789474
AI_030.txt,140,0.0487804878049,0.0487804878049,0.292682927,0.43902439,0.12195122,0.243902439,0.0731707317073
AI_031.txt,157,0.0625,0.0625,0.270833333,0.416666667,0.291666667,0.166666667,0
AI_032.txt,155,0.0204081632653,0.0408163265306,0.183673469,0.326530612,0.346938776,0.244897959,0
AI_033.txt,165,0.0909090909091,0.0454545454545,0.204545455,0.522727273,0.295454545,0.227272727,0.0227272727273
AI_034.txt,152,0,0.0204081632653,0.229166667,0.479166667,0.333333333,0.229166667,0.0416666666667
AI_035.txt,158,0.0227272727273,0,0.214285714,0.69047619,0.142857143,0.166666667,0.0238095238095
AI_036.txt,159,0,0.0204081632653,0.208333333,0.375,0.416666667,0.4375,0.0208333333333
AI_037.txt,160,0.177777778,0.0666666666667,0.227272727,0.477272727,0.295454545,0.227272727,0
AI_038.txt,160,0.0196078431373,0.078431373,0.14,0.32,0.28,0.28,0
AI_039.txt,165,0,0,0.244897959,0.428571429,0.346938776,0.265306122,0
AI_040.txt,156,0.0357142857143,0.0357142857143,0.166666667,0.314814815,0.259259259,0.166666667,0.0185185185185
AI_041.txt,147,0.0263157894737,0,0.27027027,0.513513514,0.243243243,0.189189189,0
AI_042.txt,145,0.0238095238095,0,0.261904762,0.5,0.404761905,0.261904762,0
AI_043.txt,143,0.0227272727273,0.0454545454545,0.186046512,0.395348837,0.279069767,0.279069767,0
AI_044.txt,147,0.0487804878049,0.0243902439024,0.275,0.65,0.35,0.05,0.05
AI_045.txt,142,0.0212765957447,0.0212765957447,0.340425532,0.382978723,0.340425532,0.29787234,0.0212765957447
AI_046.txt,154,0.0217391304348,0.0217391304348,0.195652174,0.565217391,0.413043478,0.195652174,0
AI_047.txt,154,0.0588235294118,0.0196078431373,0.24,0.34,0.38,0.28,0.02
AI_048.txt,142,0,0.0217391304348,0.288888889,0.555555556,0.333333333,0.177777778,0.0222222222222
AI_049.txt,154,0.0444444444444,0.0222222222222,0.2,0.466666667,0.222222222,0.155555556,0.0222222222222
AI_050.txt,153,0,0.0408163265306,0.244897959,0.510204082,0.306122449,0.12244898,0.0204081632653
AI_051.txt,145,0.0425531914894,0.0851063829787,0.29787234,0.404255319,0.404255319,0.14893617,0.0212765957447
AI_052.txt,151,0.0204081632653,0.0204081632653,0.183673469,0.489795918,0.448979592,0.244897959,0
AI_053.txt,133,0.0444444444444,0.0222222222222,0.177777778,0.488888889,0.244444444,0.244444444,0
AI_054.txt,143,0.025641026,0.0769230769231,0.256410256,0.615384615,0.256410256,0.307692308,0
AI_055.txt,139,0.0217391304348,0,0.282608696,0.391304348,0.413043478,0.108695652,0
AI_056.txt,133,0.0238095238095,0.0714285714286,0.285714286,0.380952381,0.166666667,0.285714286,0.0238095238095
AI_057.txt,156,0.0851063829787,0.0212765957447,0.255319149,0.446808511,0.234042553,0.255319149,0
AI_058.txt,148,0.0425531914894,0.0212765957447,0.276595745,0.361702128,0.212765957,0.382978723,0.0212765957447
AI_059.txt,146,0,0,0.29787234,0.404255319,0.319148936,0.255319149,0.0212765957447
AI_060.txt,154,0.02,0.08,0.1875,0.458333333,0.375,0.145833333,0
AI_061.txt,150,0,0.0212765957447,0.222222222,0.6,0.377777778,0.0888888888889,0
AI_062.txt,146,0,0.0217391304348,0.25,0.681818182,0.386363636,0.136363636,0
AI_063.txt,157,0.0208333333333,0.0208333333333,0.291666667,0.458333333,0.416666667,0.166666667,0
AI_064.txt,154,0.0188679245283,0.0188679245283,0.18,0.42,0.22,0.1,0.02
AI_065.txt,140,0.047619048,0.047619048,0.19047619,0.452380952,0.19047619,0.285714286,0
AI_066.txt,137,0.0217391304348,0.0217391304348,0.239130435,0.391304348,0.47826087,0.152173913,0.0217391304348
AI_067.txt,145,0.0377358490566,0.0377358490566,0.244897959,0.346938776,0.163265306,0.102040816,0.0408163265306
AI_068.txt,133,0,0,0.204081633,0.387755102,0.326530612,0.224489796,0.0204081632653
AI_069.txt,145,0,0.0612244897959,0.25,0.395833333,0.333333333,0.25,0.0208333333333
AI_070.txt,138,0.0444444444444,0.0444444444444,0.19047619,0.214285714,0.285714286,0.19047619,0
AI_071.txt,110,0.0714285714286,0.107142857,0.25,0.357142857,0.285714286,0.428571429,0
AI_072.txt,147,0.0444444444444,0.0222222222222,0.272727273,0.386363636,0.25,0.227272727,0.0227272727273
AI_073.txt,147,0.0555555555556,0.0185185185185,0.113207547,0.452830189,0.245283019,0.0943396226415,0.0377358490566
AI_074.txt,138,0.046511628,0.0232558139535,0.255813953,0.372093023,0.279069767,0.302325581,0
AI_075.txt,145,0.0869565217391,0.0217391304348,0.222222222,0.466666667,0.288888889,0.111111111,0.0444444444444
AI_076.txt,137,0.0263157894737,0.0263157894737,0.289473684,0.578947368,0.315789474,0.157894737,0
AI_077.txt,160,0.0212765957447,0.0212765957447,0.260869565,0.413043478,0.347826087,0.282608696,0.0217391304348
AI_078.txt,160,0.0377358490566,0.0566037735849,0.264150943,0.339622642,0.283018868,0.132075472,0
AI_079.txt,155,0,0.0188679245283,0.288461538,0.5,0.423076923,0.134615385,0.0384615384615
AI_080.txt,152,0.0384615384615,0.0192307692308,0.235294118,0.549019608,0.235294118,0.196078431,0
AI_081.txt,155,0,0.08,0.26,0.42,0.2,0.16,0.02
AI_082.txt,143,0,0.0454545454545,0.25,0.522727273,0.227272727,0.227272727,0.0227272727273
AI_083.txt,158,0.115384615,0.0192307692308,0.166666667,0.458333333,0.395833333,0.145833333,0
AI_084.txt,156,0.0196078431373,0.0588235294118,0.204081633,0.551020408,0.306122449,0.102040816,0
AI_085.txt,162,0.0217391304348,0.0217391304348,0.355555556,0.622222222,0.355555556,0.133333333,0.0222222222222
AI_086.txt,136,0.0408163265306,0.0612244897959,0.224489796,0.367346939,0.244897959,0.224489796,0.0204081632653
AI_087.txt,162,0.0416666666667,0,0.145833333,0.458333333,0.208333333,0.0833333333333,0.0208333333333
AI_088.txt,168,0.0208333333333,0.0208333333333,0.270833333,0.4375,0.291666667,0.395833333,0.0416666666667
AI_089.txt,149,0,0,0.239130435,0.456521739,0.304347826,0.0869565217391,0.0217391304348
AI_090.txt,153,0,0.0212765957447,0.170212766,0.510638298,0.276595745,0.0851063829787,0.0212765957447
AI_091.txt,157,0,0.0377358490566,0.226415094,0.283018868,0.377358491,0.301886792,0
AI_092.txt,161,0.0192307692308,0.0192307692308,0.156862745,0.37254902,0.294117647,0.254901961,0.0196078431373
AI_093.txt,165,0.0208333333333,0.0833333333333,0.217391304,0.47826087,0.195652174,0.282608696,0
AI_094.txt,154,0.04,0.04,0.18,0.4,0.26,0.26,0
AI_095.txt,167,0.02,0.02,0.163265306,0.489795918,0.387755102,0.183673469,0
AI_096.txt,148,0,0.0769230769231,0.307692308,0.487179487,0.358974359,0.358974359,0.025641026
AI_097.txt,142,0.0217391304348,0.0217391304348,0.239130435,0.52173913,0.326086957,0.130434783,0.0217391304348
AI_098.txt,144,0,0.0454545454545,0.227272727,0.409090909,0.340909091,0.272727273,0
AI_099.txt,142,0.0204081632653,0.0408163265306,0.170212766,0.382978723,0.255319149,0.14893617,0.0425531914894
AI_100.txt,148,0,0.0425531914894,0.234042553,0.468085106,0.29787234,0.106382979,0.0212765957447
AI_101.txt,162,0.0652173913043,0.0434782608696,0.260869565,0.630434783,0.260869565,0.239130435,0
AI_102.txt,132,0,0.0243902439024,0.256410256,0.41025641,0.384615385,0.230769231,0
AI_103.txt,111,0,0.0540540540541,0.108108108,0.405405405,0.216216216,0.297297297,0
AI_104.txt,111,0.0666666666667,0.133333333,0.24137931,0.482758621,0.24137931,0.275862069,0
AI_105.txt,121,0.108108108,0.0540540540541,0.138888889,0.361111111,0.0555555555556,0.305555556,0.0277777777778
AI_106.txt,102,0,0.1,0.172413793,0.482758621,0.172413793,0.137931034,0.0344827586207
AI_107.txt,89,0.0333333333333,0.0666666666667,0.166666667,0.233333333,0.166666667,0.166666667,0
AI_108.txt,137,0.046511628,0.046511628,0.0731707317073,0.341463415,0.0975609756098,0.0731707317073,0.0243902439024
AI_109.txt,90,0.0416666666667,0.0416666666667,0.125,0.75,0.375,0.333333333,0
AI_110.txt,199,0.0322580645161,0.129032258,0.0983606557377,0.409836066,0.147540984,0.147540984,0.0327868852459
AI_111.txt,113,0,0.0294117647059,0.151515152,0.484848485,0.181818182,0.333333333,0
AI_112.txt,148,0.0277777777778,0,0.166666667,0.527777778,0.277777778,0.361111111,0
AI_113.txt,92,0,0.129032258,0.137931034,0.310344828,0.172413793,0.206896552,0.0344827586207
AI_114.txt,128,0,0.0232558139535,0.046511628,0.488372093,0.0697674418605,0.139534884,0
AI_115.txt,107,0.027027027,0.0540540540541,0.162162162,0.351351351,0.297297297,0.216216216,0
AI_116.txt,158,0.037037037,0.0555555555556,0.185185185,0.388888889,0.259259259,0.203703704,0.0185185185185
AI_117.txt,161,0,0.0625,0.145833333,0.458333333,0.1875,0.1875,0
AI_118.txt,153,0,0.063829787,0.0652173913043,0.456521739,0.130434783,0.217391304,0.0434782608696
AI_119.txt,144,0,0.0238095238095,0.2,0.4,0.225,0.225,0
AI_120.txt,100,0,0.129032258,0.2,0.366666667,0.333333333,0.2,0
AI_121.txt,162,0,0.0816326530612,0.191489362,0.595744681,0.212765957,0.276595745,0
AI_122.txt,151,0,0.063829787,0.195652174,0.565217391,0.326086957,0.0869565217391,0
AI_123.txt,144,0.0185185185185,0,0.150943396,0.471698113,0.358490566,0.20754717,0.0188679245283
AI_124.txt,91,0.0645161290323,0.0645161290323,0.0645161290323,0.516129032,0.225806452,0.193548387,0
AI_125.txt,98,0,0.0606060606061,0.181818182,0.484848485,0.212121212,0.151515152,0
AI_126.txt,161,0.0454545454545,0.0227272727273,0.159090909,0.545454545,0.0909090909091,0.181818182,0
AI_127.txt,112,0.04,0.04,0.28,0.6,0.32,0.08,0
AI_128.txt,134,0.0454545454545,0,0.159090909,0.295454545,0.204545455,0.136363636,0
AI_129.txt,103,0.04,0,0.24,0.56,0.4,0.32,0
AI_130.txt,109,0,0.0357142857143,0.285714286,0.5,0.285714286,0.321428571,0
AI_131.txt,120,0.0285714285714,0,0.2,0.514285714,0.4,0.2,0
AI_132.txt,110,0,0.0645161290323,0.225806452,0.322580645,0.129032258,0.35483871,0.0322580645161
AI_133.txt,193,0.0217391304348,0.0217391304348,0.25,0.5,0.159090909,0.295454545,0
AI_134.txt,153,0.0238095238095,0.0238095238095,0.285714286,0.5,0.285714286,0.142857143,0
AI_135.txt,119,0.03030303,0.03030303,0.21875,0.625,0.09375,0.34375,0.0625
AI_136.txt,132,0,0.0731707317073,0.12195122,0.317073171,0.219512195,0.195121951,0
AI_137.txt,150,0,0.0454545454545,0.0697674418605,0.534883721,0.162790698,0.325581395,0.046511628
AI_138.txt,133,0.0606060606061,0.03030303,0.151515152,0.424242424,0.121212121,0.212121212,0
AI_139.txt,109,0.0689655172414,0,0.172413793,0.517241379,0.413793103,0.24137931,0
AI_140.txt,162,0.0666666666667,0.0222222222222,0.181818182,0.522727273,0.227272727,0.25,0
AI_141.txt,157,0.0217391304348,0,0.222222222,0.466666667,0.311111111,0.288888889,0.0222222222222
AI_142.txt,140,0,0,0.162162162,0.378378378,0.162162162,0.351351351,0
AI_143.txt,165,0,0.0196078431373,0.137254902,0.352941176,0.274509804,0.078431373,0
AI_144.txt,140,0,0.05,0.2,0.5,0.15,0.275,0
AI_145.txt,137,0.03125,0.03125,0.21875,0.8125,0.25,0.1875,0
AI_146.txt,232,0.015625,0,0.26984127,0.317460317,0.301587302,0.428571429,0.015873016
AI_147.txt,188,0.051724138,0.0172413793103,0.254545455,0.381818182,0.254545455,0.272727273,0.0181818181818
AI_148.txt,182,0.0169491525424,0,0.288135593,0.355932203,0.338983051,0.254237288,0
AI_149.txt,185,0.0357142857143,0,0.407407407,0.314814815,0.203703704,0.314814815,0.0185185185185
AI_150.txt,168,0,0,0.239130435,0.456521739,0.260869565,0.304347826,0
